,identificador,ssoo,avg_tiempo_pag1,vistas_pag1,vistas_unicas_pag1,avg_tiempo_pag2,vistas_pag2,vistas_unicas_pag2,avg_tiempo_pag3,vistas_pag3,vistas_unicas_pag3,sesiones,vistas,vistas_unicas,duracion_media_sesion,vistas_user_error,vistas_process_error,avg_tiempo_proceso,avg_tiempo_no_proceso,0,1,Predict,Y
7874,90700u,1,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,6,195,40,362.833333333,0.0,0.0,10.0,352.833333333,1.0,0.0,0,0
7875,90703u,1,10.0,2,1,11.0,1.0,1.0,18.0,1.0,1.0,37,284,110,55.7567567568,0.0,0.0,39.0,7.7567567568,0.0,1.0,1,1
7876,90718u,0,6.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,32,344,124,113.75,0.0,0.0,6.0,107.75,1.0,0.0,0,0
7877,90723u,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,30,206,87,107.666666667,0.0,0.0,6.0,101.666666667,1.0,0.0,0,0
7878,90726u,1,12.1666666667,6,2,13.0,2.0,1.0,7.0,1.0,1.0,5,145,44,1137.6,0.0,0.0,32.1666666667,1105.43333333,0.1,0.9,1,0
7879,90743u,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,38,424,161,177.131578947,0.0,0.0,1.0,176.131578947,1.0,0.0,0,0
7880,90745u,1,11.0,1,1,5.0,1.0,1.0,16.0,1.0,1.0,15,214,57,478.333333333,0.0,0.0,32.0,432.333333333,0.1,0.9,1,1
7881,90759u,1,19.0,1,1,7.0,1.0,1.0,12.0,1.0,1.0,24,285,138,270.208333333,0.0,0.0,38.0,220.208333333,0.1,0.9,1,1
7882,90764u,0,7.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,6,104,47,220.5,0.0,0.0,7.5,213.0,1.0,0.0,0,0
7883,90765u,1,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,154,801,368,184.577922078,0.0,0.0,9.0,175.577922078,1.0,0.0,0,0
7884,9078u,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,36,448,177,180.555555556,0.0,0.0,7.0,173.555555556,1.0,0.0,0,0
7885,90791u,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,31,311,128,300.0,0.0,0.0,0.0,300.0,1.0,0.0,0,0
7886,90800u,1,27.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,13,142,57,311.0,0.0,0.0,27.0,284.0,1.0,0.0,0,0
7887,90827u,0,12.0,1,1,4.0,1.0,1.0,8.0,1.0,1.0,11,188,65,294.272727273,0.0,0.0,24.0,262.272727273,0.0,1.0,1,1
7888,90829u,1,11.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,144,747,341,84.7291666667,0.0,0.0,11.0,73.7291666667,1.0,0.0,0,0
7889,90845u,1,9.0,5,5,2.6,5.0,5.0,9.8,5.0,5.0,33,326,164,203.848484848,0.0,0.0,21.4,176.848484848,0.0,1.0,1,1
7890,90846u,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,77,542,246,76.0,0.0,0.0,4.0,72.0,1.0,0.0,0,0
7891,90856u,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,71,532,235,164.901408451,0.0,0.0,2.0,162.901408451,1.0,0.0,0,0
7892,90859u,1,14.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,12,210,63,485.416666667,0.0,0.0,14.0,471.416666667,1.0,0.0,0,0
7893,90866u,1,8.0,1,1,8.0,1.0,1.0,25.0,1.0,1.0,12,130,55,326.5,0.0,0.0,41.0,274.5,0.0,1.0,1,1
7894,90870u,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,12,184,74,233.25,0.0,0.0,4.0,229.25,1.0,0.0,0,0
7895,90874u,1,14.0,2,2,3.0,1.0,1.0,12.0,1.0,1.0,23,303,109,316.652173913,0.0,0.0,29.0,278.652173913,0.0,1.0,1,1
7896,90875u,1,25.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,63,508,221,128.031746032,0.0,0.0,25.0,103.031746032,1.0,0.0,0,0
7897,90878u,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,9,107,31,123.222222222,0.0,0.0,2.0,121.222222222,1.0,0.0,0,0
7898,90897u,0,19.0,3,3,3.33333333333,3.0,3.0,10.0,3.0,3.0,29,461,190,207.931034483,0.0,0.0,32.3333333333,167.931034483,0.0,1.0,1,1
7899,90905u,1,10.0,4,1,30.0,1.0,1.0,10.0,2.0,1.0,117,906,344,281.521367521,1.0,0.0,50.0,226.521367521,0.0,1.0,1,1
7900,90907u,0,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,88,698,301,148.806818182,0.0,0.0,3.0,145.806818182,1.0,0.0,0,0
7901,90910u,1,20.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,39,455,159,160.230769231,0.0,0.0,20.0,140.230769231,1.0,0.0,0,0
7902,90926u,1,5.33333333333,3,2,0.0,0.0,0.0,0.0,0.0,0.0,26,467,148,322.115384615,0.0,0.0,5.33333333333,316.782051282,1.0,0.0,0,0
7903,90927u,1,4.5,2,1,7.0,1.0,1.0,0.0,0.0,0.0,28,344,120,447.107142857,0.0,0.0,11.5,435.607142857,1.0,0.0,0,0
7904,90977u,1,9.0,2,1,8.0,2.0,1.0,9.0,1.0,1.0,37,380,120,382.216216216,0.0,0.0,26.0,353.216216216,0.1,0.9,1,1
7905,9100u,0,50.0,1,1,6.0,1.0,1.0,12.0,1.0,1.0,117,890,431,151.58974359,0.0,0.0,68.0,76.58974359,0.3,0.7,1,1
7906,91040u,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,13,140,56,134.153846154,0.0,0.0,4.0,130.153846154,1.0,0.0,0,0
7907,91041u,0,3.4,5,5,1.2,5.0,5.0,6.16666666667,6.0,5.0,213,2049,728,533.877934272,0.0,0.0,10.7666666667,521.711267605,0.2,0.8,1,1
7908,9104u,1,10.5,2,1,1.0,2.0,1.0,8.0,1.0,1.0,200,1139,453,158.665,0.0,0.0,19.5,112.165,0.0,1.0,1,1
7909,91052u,1,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,70,267,127,127.385714286,0.0,0.0,12.0,115.385714286,1.0,0.0,0,0
7910,91065u,1,27.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,27,247,104,168.666666667,0.0,0.0,27.0,141.666666667,1.0,0.0,0,0
7911,91076u,0,12.0,2,1,698.0,1.0,1.0,0.0,0.0,0.0,68,570,271,135.529411765,0.0,0.0,710.0,-574.470588235,1.0,0.0,0,0
7912,91083u,1,9.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,21,271,93,122.619047619,0.0,0.0,9.0,113.619047619,1.0,0.0,0,0
7913,91087u,1,7.0,3,2,4.0,1.0,1.0,14.0,1.0,1.0,33,304,97,130.848484848,0.0,0.0,25.0,98.848484848,0.0,1.0,1,1
7914,9108u,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,61,391,171,106.983606557,0.0,0.0,4.0,102.983606557,1.0,0.0,0,0
7915,91099u,0,8.0,1,1,4.0,1.0,1.0,10.0,1.0,1.0,129,1011,450,144.790697674,0.0,0.0,22.0,104.790697674,0.0,1.0,1,1
7916,91102u,1,8.5,2,2,3.0,2.0,2.0,12.5,2.0,2.0,49,322,141,182.734693878,0.0,0.0,24.0,150.234693878,0.0,1.0,1,1
7917,91107u,1,5.0,1,1,5.0,1.0,1.0,12.0,1.0,1.0,7,104,36,175.857142857,0.0,0.0,22.0,149.857142857,0.0,1.0,1,1
7918,91111u,1,18.25,4,2,22.0,3.0,2.0,30.0,2.0,2.0,78,381,177,56.6794871795,0.0,0.0,70.25,-29.5705128205,0.1,0.9,1,1
7919,91120u,0,11.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,24,220,126,359.208333333,0.0,0.0,11.5,347.708333333,1.0,0.0,0,0
7920,91128u,1,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,17,159,59,69.1176470588,0.0,0.0,10.0,59.1176470588,1.0,0.0,0,0
7921,91149u,0,9.0,1,1,3.0,1.0,1.0,7.0,1.0,1.0,52,438,165,450.961538462,0.0,0.0,19.0,429.961538462,0.0,1.0,1,1
7922,91179u,1,4.66666666667,6,2,20.6666666667,3.0,2.0,0.0,0.0,0.0,58,240,126,80.8793103448,0.0,0.0,25.3333333334,55.5459770114,0.9,0.1,0,0
7923,91187u,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,36,454,154,278.222222222,0.0,0.0,1.0,277.222222222,1.0,0.0,0,0
7924,91192u,0,21.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,21,469,144,340.0,0.0,0.0,21.0,319.0,1.0,0.0,0,0
7925,91199u,1,8.0,1,1,2.0,1.0,1.0,7.0,1.0,1.0,30,222,118,70.7666666667,0.0,0.0,17.0,49.7666666667,0.0,1.0,1,1
7926,9119u,1,7.16666666667,6,2,8.6,5.0,2.0,12.25,4.0,2.0,23,547,124,588.0,0.0,0.0,28.0166666667,549.733333333,0.0,1.0,1,1
7927,91217u,0,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,18,132,56,46.1666666667,0.0,0.0,7.0,39.1666666667,1.0,0.0,0,0
7928,91238u,1,7.0,2,1,9.0,1.0,1.0,0.0,0.0,0.0,26,405,125,206.961538462,0.0,0.0,16.0,190.961538462,1.0,0.0,0,0
7929,9123u,1,21.5,4,3,5.0,1.0,1.0,16.0,1.0,1.0,116,791,380,171.017241379,0.0,0.0,42.5,117.517241379,0.0,1.0,1,1
7930,91240u,0,10.0,1,1,6.0,1.0,1.0,16.0,1.0,1.0,28,293,133,142.321428571,0.0,0.0,32.0,103.321428571,0.0,1.0,1,1
7931,91242u,1,20.0,1,1,10.0,1.0,1.0,12.0,1.0,1.0,76,481,239,146.355263158,0.0,0.0,42.0,95.355263158,0.0,1.0,1,1
7932,91248u,0,10.0,2,2,4.5,2.0,2.0,17.5,2.0,2.0,12,176,61,91.0,0.0,0.0,32.0,54.0,0.0,1.0,1,1
7933,91249u,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,64,622,241,110.59375,0.0,0.0,7.0,103.59375,1.0,0.0,0,0
7934,91272u,1,29.0,1,1,7.0,1.0,1.0,13.0,1.0,1.0,53,508,212,200.58490566,0.0,0.0,49.0,144.58490566,0.0,1.0,1,1
7935,91304u,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,13,211,85,724.230769231,0.0,0.0,6.0,718.230769231,1.0,0.0,0,0
7936,91314u,1,3.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,48,537,210,317.4375,0.0,0.0,3.5,313.9375,1.0,0.0,0,0
7937,91316u,1,10.0,4,2,5.5,2.0,2.0,8.5,2.0,2.0,11,178,67,340.181818182,0.0,0.0,24.0,308.681818182,0.0,1.0,1,1
7938,91325u,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,6,69,27,133.333333333,0.0,0.0,3.0,130.333333333,1.0,0.0,0,0
7939,91326u,0,15.0,1,1,4.0,1.0,1.0,39.0,1.0,1.0,23,221,104,176.260869565,0.0,0.0,58.0,118.260869565,0.1,0.9,1,1
7940,91336u,0,16.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,63,1022,308,404.666666667,0.0,0.0,16.0,388.666666667,1.0,0.0,0,0
7941,91341u,1,5.5,2,2,3.0,2.0,2.0,6.0,2.0,2.0,39,338,157,179.153846154,0.0,0.0,14.5,157.153846154,0.0,1.0,1,1
7942,91342u,1,5.0,5,4,2.25,5.0,4.0,9.5,4.0,3.0,77,629,320,144.454545455,0.0,0.0,16.75,119.454545455,0.0,1.0,1,1
7943,91360u,1,9.0,1,1,8.0,1.0,1.0,15.0,1.0,1.0,6,92,37,359.333333333,0.0,0.0,32.0,320.333333333,0.0,1.0,1,1
7944,91361u,0,68.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,47,493,165,272.404255319,0.0,0.0,68.0,204.404255319,1.0,0.0,0,0
7945,91377u,0,5.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,69,1063,342,280.072463768,0.0,0.0,5.5,274.572463768,1.0,0.0,0,0
7946,91380u,1,13.0,1,1,9.0,1.0,1.0,15.0,1.0,1.0,9,154,47,230.0,0.0,0.0,37.0,187.0,0.0,1.0,1,1
7947,91398u,0,33.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,49,524,225,112.755102041,0.0,0.0,33.0,79.755102041,1.0,0.0,0,0
7948,91399u,0,17.0,1,1,9.0,1.0,1.0,0.0,0.0,0.0,7,134,37,578.714285714,0.0,0.0,26.0,552.714285714,1.0,0.0,0,0
7949,91409u,1,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,20,304,100,354.0,0.0,0.0,10.0,344.0,1.0,0.0,0,0
7950,91422u,0,32.0,1,1,10.0,1.0,1.0,35.0,1.0,1.0,54,291,154,124.777777778,0.0,0.0,77.0,31.777777778,0.1,0.9,1,1
7951,91438u,1,5.0,2,2,3.0,2.0,2.0,10.5,2.0,2.0,71,462,245,49.9577464789,0.0,0.0,18.5,29.4577464789,0.0,1.0,1,1
7952,91450u,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,39,244,131,109.666666667,0.0,0.0,6.0,103.666666667,1.0,0.0,0,0
7953,91458u,0,14.0,1,1,4.0,1.0,1.0,8.0,1.0,1.0,40,291,127,210.2,0.0,0.0,26.0,177.2,0.0,1.0,1,1
7954,91459u,0,26.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,128,1280,574,183.4921875,0.0,0.0,26.0,157.4921875,1.0,0.0,0,0
7955,91482u,1,10.2857142857,7,2,26.2,5.0,2.0,0.0,0.0,0.0,57,552,190,317.280701754,0.0,0.0,36.4857142857,280.794987468,1.0,0.0,0,0
7956,91488u,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,13,100,49,112.307692308,0.0,0.0,0.0,112.307692308,1.0,0.0,0,0
7957,91493u,1,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,27,151,69,93.1111111111,0.0,0.0,9.0,84.1111111111,1.0,0.0,0,0
7958,91497u,1,8.0,1,1,12.0,1.0,1.0,21.0,1.0,1.0,17,132,59,155.411764706,0.0,0.0,41.0,106.411764706,0.1,0.9,1,1
7959,91508u,0,0.0,1,1,0.0,2.0,1.0,0.0,1.0,1.0,57,585,231,177.877192982,0.0,0.0,0.0,177.877192982,0.0,1.0,1,1
7960,91516u,1,12.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,6,62,25,103.0,0.0,0.0,12.0,91.0,1.0,0.0,0,0
7961,9151u,0,7.0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,39,417,157,152.564102564,0.0,0.0,7.0,145.564102564,1.0,0.0,0,0
7962,91549u,1,1.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,66,455,213,103.984848485,0.0,0.0,1.5,102.484848485,1.0,0.0,0,0
7963,91554u,0,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,25,284,119,120.64,0.0,0.0,4.0,116.64,1.0,0.0,0,0
7964,91555u,0,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,52,354,174,48.1923076923,0.0,0.0,2.0,46.1923076923,1.0,0.0,0,0
7965,91583u,1,39.0,1,1,35.0,1.0,1.0,18.0,1.0,1.0,17,142,62,120.058823529,0.0,0.0,92.0,16.058823529,0.0,1.0,1,1
7966,91595u,1,12.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,4,75,27,730.0,0.0,0.0,12.5,717.5,1.0,0.0,0,0
7967,91596u,1,8.0,1,1,4.0,1.0,1.0,10.0,1.0,1.0,46,600,194,131.652173913,0.0,0.0,22.0,100.652173913,0.0,1.0,1,1
7968,91625u,1,8.0,1,1,4.0,1.0,1.0,15.0,1.0,1.0,101,846,312,152.03960396,0.0,0.0,27.0,114.03960396,0.0,1.0,1,1
7969,91634u,0,8.0,1,1,3.0,1.0,1.0,7.0,1.0,1.0,39,586,214,294.487179487,0.0,0.0,18.0,253.487179487,0.0,1.0,1,1
7970,91648u,0,8.0,4,4,11.5,2.0,2.0,12.3333333333,3.0,2.0,35,397,143,376.6,0.0,0.0,31.8333333333,337.266666667,0.0,1.0,1,1
7971,91654u,1,6.5,2,1,11.0,1.0,1.0,0.0,0.0,0.0,168,1185,480,127.886904762,0.0,0.0,17.5,110.386904762,1.0,0.0,0,0
7972,91660u,1,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3,25,9,515.666666667,0.0,0.0,9.0,506.666666667,1.0,0.0,0,0
7973,91668u,1,10.0,3,2,8.5,2.0,2.0,9.0,1.0,1.0,38,287,137,175.763157895,0.0,0.0,27.5,126.263157895,0.0,1.0,1,1
7974,9166u,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4,102,31,476.75,0.0,0.0,8.0,468.75,1.0,0.0,0,0
7975,91674u,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11,241,55,654.181818182,0.0,0.0,3.0,651.181818182,1.0,0.0,0,0
7976,91677u,1,18.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,20,216,93,392.95,0.0,0.0,18.0,374.95,1.0,0.0,0,0
7977,91688u,1,22.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,21,310,85,489.80952381,0.0,0.0,22.0,467.80952381,1.0,0.0,0,0
7978,91709u,1,3.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,3,118,16,738.0,0.0,0.0,3.5,734.5,1.0,0.0,0,0
7979,9170u,1,22.0,1,1,5.0,1.0,1.0,25.0,1.0,1.0,76,648,320,296.052631579,0.0,0.0,52.0,215.052631579,0.0,1.0,1,1
7980,91714u,1,11.5,2,1,10.5,2.0,1.0,15.0,1.0,1.0,22,246,100,303.181818182,0.0,0.0,37.0,257.181818182,0.0,1.0,1,1
7981,91720u,0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,34,393,171,113.764705882,0.0,0.0,1.0,112.764705882,1.0,0.0,0,0
7982,9172u,1,17.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11,138,37,764.181818182,0.0,0.0,17.0,747.181818182,1.0,0.0,0,0
7983,91739u,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,23,266,102,331.304347826,0.0,0.0,8.0,323.304347826,1.0,0.0,0,0
7984,91753u,1,21.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4,26,12,68.0,0.0,0.0,21.0,47.0,1.0,0.0,0,0
7985,91765u,0,15.6,5,4,4.0,4.0,3.0,9.66666666667,3.0,3.0,44,829,280,399.818181818,0.0,0.0,29.2666666667,366.218181818,0.0,1.0,1,1
7986,91771u,0,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,54,775,219,372.0,0.0,0.0,7.0,365.0,1.0,0.0,0,0
7987,91787u,0,23.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,126,728,342,144.880952381,0.0,0.0,23.0,121.880952381,1.0,0.0,0,0
7988,91813u,0,0.0,2,2,0.0,1.0,1.0,0.0,0.0,0.0,22,447,177,231.363636364,0.0,0.0,0.0,231.363636364,1.0,0.0,0,0
7989,91820u,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,110,1009,361,302.327272727,0.0,0.0,8.0,294.327272727,1.0,0.0,0,0
7990,91834u,0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,17,115,61,168.764705882,0.0,0.0,0.0,168.764705882,1.0,0.0,0,0
7991,91839u,0,32.6666666667,3,2,2.5,2.0,2.0,9.0,2.0,2.0,70,1034,432,264.257142857,0.0,0.0,44.1666666667,216.09047619,0.1,0.9,1,1
7992,91853u,0,23.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,103,1114,358,96.8640776699,0.0,0.0,23.0,73.8640776699,1.0,0.0,0,0
7993,91863u,1,12.4,5,1,54.75,4.0,1.0,25.0,1.0,1.0,87,1070,378,237.298850575,0.0,0.0,92.15,138.148850575,0.1,0.9,1,1
7994,91883u,0,13.5,2,2,6.0,2.0,2.0,15.0,2.0,2.0,36,300,130,264.222222222,0.0,0.0,34.5,227.222222222,0.0,1.0,1,1
7995,91903u,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,40,226,110,89.975,0.0,0.0,4.0,85.975,1.0,0.0,0,0
7996,91913u,1,8.5,2,1,11.0,1.0,1.0,0.0,0.0,0.0,91,487,209,102.032967033,0.0,0.0,19.5,82.532967033,1.0,0.0,0,0
7997,91930u,0,23.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,45,281,148,172.066666667,0.0,0.0,23.0,149.066666667,1.0,0.0,0,0
7998,91937u,0,65.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,53,542,220,244.056603774,0.0,0.0,65.0,179.056603774,1.0,0.0,0,0
7999,91948u,0,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2,24,10,475.0,0.0,0.0,2.0,473.0,1.0,0.0,0,0
8000,91970u,0,15.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,86,864,299,128.418604651,0.0,0.0,15.0,113.418604651,1.0,0.0,0,0
8001,91974u,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,32,282,127,221.4375,0.0,0.0,2.0,219.4375,1.0,0.0,0,0
8002,9199u,1,19.6666666667,3,3,4.33333333333,3.0,3.0,7.66666666667,3.0,3.0,31,189,115,265.612903226,0.0,0.0,31.6666666667,230.946236559,0.0,1.0,1,1
8003,92016u,0,10.0,4,4,3.0,4.0,4.0,10.6,5.0,4.0,136,791,418,95.5,0.0,0.0,23.6,69.65,0.0,1.0,1,1
8004,92021u,1,11.5,6,2,15.0,3.0,2.0,0.0,0.0,0.0,219,1957,831,266.127853881,0.0,0.0,26.5,239.627853881,1.0,0.0,0,0
8005,92022u,1,5.33333333333,3,3,0.0,0.0,0.0,0.0,0.0,0.0,39,359,179,153.871794872,0.0,0.0,5.33333333333,148.538461539,1.0,0.0,0,0
8006,92034u,1,10.6666666667,6,5,3.25,4.0,4.0,9.0,4.0,4.0,66,623,254,136.348484848,0.0,0.0,22.9166666667,111.431818181,0.0,1.0,1,1
8007,92044u,1,10.0,3,3,5.0,1.0,1.0,9.0,1.0,1.0,31,489,182,245.709677419,0.0,0.0,24.0,213.709677419,0.0,1.0,1,1
8008,92046u,1,15.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,59,709,237,139.762711864,0.0,0.0,15.0,124.762711864,1.0,0.0,0,0
8009,92056u,0,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,15,207,76,148.733333333,0.0,0.0,9.0,139.733333333,1.0,0.0,0,0
8010,92066u,1,21.4,5,3,4.5,4.0,3.0,10.0,3.0,3.0,19,208,84,548.684210526,0.0,0.0,35.9,507.450877193,0.0,1.0,1,1
8011,92079u,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5,38,17,161.0,0.0,0.0,7.0,154.0,1.0,0.0,0,0
8012,9207u,0,11.0,1,1,2.0,1.0,1.0,16.0,2.0,1.0,1,13,8,153.0,0.0,0.0,29.0,124.0,0.1,0.9,1,0
8013,92109u,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,17,358,112,284.235294118,0.0,0.0,1.0,283.235294118,1.0,0.0,0,0
8014,92125u,1,15.0,1,1,8.0,1.0,1.0,13.0,1.0,1.0,68,398,166,109.647058824,0.0,0.0,36.0,65.647058824,0.0,1.0,1,1
8015,92132u,1,5.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,295,4848,1552,320.861016949,0.0,0.0,5.0,315.861016949,1.0,0.0,0,0
8016,92134u,0,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,18,322,89,391.277777778,0.0,0.0,2.0,389.277777778,1.0,0.0,0,0
8017,92146u,1,4.09090909091,11,8,4.5,4.0,3.0,26.0,4.0,3.0,165,2139,638,310.993939394,0.0,0.0,34.5909090909,276.403030303,0.2,0.8,1,0
8018,92152u,0,16.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,40,363,157,96.5,0.0,0.0,16.0,80.5,1.0,0.0,0,0
8019,92154u,1,7.0,1,1,5.0,1.0,1.0,13.0,1.0,1.0,11,119,57,173.818181818,0.0,0.0,25.0,136.818181818,0.0,1.0,1,1
8020,92156u,0,19.6666666667,3,3,3.0,3.0,3.0,15.0,5.0,3.0,17,264,90,319.882352941,0.0,0.0,37.6666666667,277.549019608,0.0,1.0,1,1
8021,9215u,0,6.0,1,1,4.0,1.0,1.0,9.0,1.0,1.0,27,244,99,59.3703703704,0.0,0.0,19.0,37.3703703704,0.0,1.0,1,1
8022,92163u,1,6.66666666667,3,2,2.33333333333,3.0,2.0,9.25,4.0,2.0,13,183,92,196.615384615,1.0,0.0,18.25,175.365384615,0.2,0.8,1,1
8023,9216u,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,25,191,91,196.28,0.0,0.0,6.0,190.28,1.0,0.0,0,0
8024,92183u,0,5.66666666667,6,6,2.66666666667,6.0,6.0,9.5,6.0,6.0,83,707,297,70.3734939759,0.0,0.0,17.8333333333,48.3734939759,0.0,1.0,1,1
8025,92188u,0,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,9,151,54,216.777777778,0.0,0.0,3.0,213.777777778,1.0,0.0,0,0
8026,92189u,0,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,35,263,141,190.657142857,0.0,0.0,12.0,178.657142857,1.0,0.0,0,0
8027,92200u,0,8.5,8,7,5.0,2.0,2.0,12.5,4.0,2.0,161,1500,574,87.8944099379,0.0,0.0,26.0,55.8944099379,0.0,1.0,1,1
8028,92212u,0,11.3333333333,3,2,21.3333333333,3.0,2.0,13.0,2.0,2.0,89,697,315,110.157303371,0.0,0.0,45.6666666666,60.4906367044,0.0,1.0,1,1
8029,92214u,0,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,132,1027,444,131.772727273,0.0,0.0,5.0,126.772727273,1.0,0.0,0,0
8030,92218u,1,19.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,63,499,218,229.904761905,0.0,0.0,19.0,210.904761905,1.0,0.0,0,0
8031,92239u,0,14.0,2,2,0.0,1.0,1.0,0.0,1.0,1.0,38,410,154,69.1315789474,0.0,0.0,14.0,55.1315789474,0.0,1.0,1,1
8032,92247u,0,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,85,535,247,85.2705882353,0.0,0.0,2.0,83.2705882353,1.0,0.0,0,0
8033,92249u,0,7.33333333333,3,2,0.0,0.0,0.0,0.0,0.0,0.0,25,218,82,55.44,0.0,0.0,7.33333333333,48.1066666667,1.0,0.0,0,0
8034,9224u,1,7.0,4,3,4.33333333333,3.0,2.0,7.0,3.0,2.0,34,355,149,505.705882353,0.0,0.0,18.3333333333,478.705882353,0.0,1.0,1,1
8035,92253u,0,14.0,1,1,3.0,1.0,1.0,13.0,1.0,1.0,10,106,44,77.9,0.0,0.0,30.0,30.9,0.0,1.0,1,1
8036,92262u,1,32.5,5,3,0.0,0.0,0.0,0.0,0.0,0.0,105,729,358,160.20952381,0.0,0.0,32.5,127.70952381,1.0,0.0,0,0
8037,92263u,0,18.875,8,7,4.5,2.0,2.0,12.0,2.0,2.0,117,1328,525,166.991452991,0.0,0.0,35.375,128.616452991,0.0,1.0,1,1
8038,92279u,0,20.0,2,2,5.0,2.0,2.0,19.0,3.0,2.0,5,52,35,111.2,0.0,0.0,44.0,60.2,0.0,1.0,1,1
