,identificador,Página,Promedio de tiempo en la página,Número de visitas a páginas,Número de visitas a páginas únicas
20282,286547u,page3,6.5,2,2
20283,286547u,page1,6.5,2,2
20284,286547u,page4,4.5,2,2
20285,286547u,page2,4.0,2,2
20286,167703u,page3,7.0,1,1
20287,167703u,page1,7.0,1,1
20288,167703u,page4,7.0,1,1
20289,167703u,page2,5.0,1,1
20290,212996u,page1,10.0,1,1
20291,240211u,page3,33.0,1,1
20292,240211u,page1,10.0,2,1
20293,240211u,page2,5.0,1,1
20294,120443u,page1,13.3333333333,3,2
20295,120443u,page3,11.0,1,1
20296,120443u,page4,7.0,1,1
20297,120443u,page2,6.0,1,1
20298,44983u,page3,24.0,1,1
20299,44983u,page1,15.0,1,1
20300,44983u,page4,9.0,1,1
20301,44983u,page2,6.0,1,1
20302,109073u,page1,185.285714286,7,3
20303,149811u,page1,7.0,1,1
20304,87128u,page1,16.0,2,2
20305,87128u,page3,9.0,2,2
20306,87128u,page2,5.5,2,2
20307,87128u,page4,5.5,2,2
20308,153312u,page3,9.0,1,1
20309,153312u,page1,6.25,4,1
20310,153312u,page4,5.0,1,1
20311,153312u,page2,4.33333333333,3,1
20312,235138u,page1,18.6666666667,3,2
20313,235138u,page3,14.0,1,1
20314,235138u,page4,5.0,1,1
20315,235138u,page2,4.0,1,1
20316,115811u,page1,14.0,2,2
20317,115811u,page2,11.0,1,1
20318,115811u,page3,10.0,1,1
20319,115811u,page4,10.0,1,1
20320,231121u,page1,9.0,1,1
20321,102151u,page1,3.0,1,1
20322,288261u,page2,0.0,1,1
20323,288261u,page3,0.0,1,1
20324,288261u,page1,0.0,1,1
20325,288261u,page4,0.0,1,1
20326,169115u,page3,13.0,1,1
20327,169115u,page1,10.25,4,2
20328,169115u,page4,10.0,1,1
20329,169115u,page2,6.5,2,1
20330,95680u,page1,24.0,2,1
20331,28725u,page1,34.0,1,1
20332,238452u,page3,8.0,1,1
20333,238452u,page1,4.0,1,1
20334,238452u,page2,3.0,1,1
20335,238452u,page4,2.0,1,1
20336,63968u,page1,18.0,1,1
20337,63968u,page4,9.0,1,1
20338,63968u,page3,8.0,1,1
20339,63968u,page2,3.0,1,1
20340,165626u,page1,5.66666666667,3,1
20341,70749u,page1,5.0,1,1
20342,123368u,page1,20.0,1,1
20343,168522u,page1,10.2,5,1
20344,21310u,page1,10.0,2,1
20345,56950u,page1,3.0,1,1
20346,32139u,page1,28.0,2,1
20347,32139u,page2,26.5,2,1
20348,32139u,page3,24.0,1,1
20349,32139u,page4,10.0,1,1
20350,126976u,page1,5.0,1,1
20351,237848u,page3,14.0,1,1
20352,237848u,page1,7.0,1,1
20353,237848u,page4,6.0,1,1
20354,237848u,page2,4.0,1,1
20355,222808u,page1,7.0,1,1
20356,137307u,page1,10.0,1,1
20357,162234u,page1,4.0,1,1
20358,87574u,page1,2.0,1,1
20359,122907u,page1,45.4,5,1
20360,122907u,page3,18.0,1,1
20361,122907u,page2,10.6666666667,3,1
20362,122907u,page4,6.0,1,1
20363,107619u,page2,12.75,4,3
20364,107619u,page1,4.875,8,3
20365,44808u,page3,169.0,1,1
20366,44808u,page2,70.0,1,1
20367,44808u,page1,43.0,1,1
20368,115959u,page1,59.5,2,2
20369,115959u,page3,37.0,2,1
20370,115959u,page4,8.0,1,1
20371,115959u,page2,6.0,1,1
20372,35648u,page1,15.0,1,1
20373,198862u,page3,23.0,2,2
20374,198862u,page1,18.5,2,2
20375,198862u,page2,8.0,2,2
20376,198862u,page4,6.0,1,1
20377,203402u,page1,28.0,1,1
20378,272028u,page3,3.5,4,4
20379,272028u,page4,2.75,4,4
20380,272028u,page2,2.66666666667,6,4
20381,272028u,page1,2.5,8,5
20382,186283u,page3,11.0,1,1
20383,186283u,page1,11.0,1,1
20384,186283u,page2,5.0,1,1
20385,186283u,page4,4.0,1,1
20386,225446u,page1,13.5,2,2
20387,5698u,page1,13.0,2,1
20388,5698u,page3,7.0,1,1
20389,5698u,page2,4.0,1,1
20390,5698u,page4,4.0,1,1
20391,109998u,page3,12.0,1,1
20392,109998u,page1,11.0,1,1
20393,109998u,page4,10.0,1,1
20394,109998u,page2,4.0,1,1
20395,53264u,page3,11.5,6,4
20396,53264u,page1,7.83333333333,6,4
20397,53264u,page4,6.2,5,4
20398,53264u,page2,6.16666666667,6,4
20399,135786u,page1,7.8,5,4
20400,247477u,page1,15.0,1,1
20401,253439u,page3,9.8,5,4
20402,253439u,page1,4.25,4,4
20403,253439u,page4,2.75,4,4
20404,253439u,page2,1.75,4,4
20405,275417u,page1,3.0,1,1
20406,115042u,page3,21.0,1,1
20407,115042u,page1,7.5,2,1
20408,115042u,page2,2.0,1,1
20409,115042u,page4,2.0,1,1
20410,280614u,page1,10.0,1,1
20411,90447u,page4,18.0,1,1
20412,90447u,page3,7.0,1,1
20413,90447u,page1,7.0,1,1
20414,90447u,page2,3.0,1,1
20415,155332u,page1,44.5,2,2
20416,155332u,page3,28.0,1,1
20417,155332u,page2,7.5,2,2
20418,155332u,page4,5.0,1,1
20419,263978u,page1,5.0,3,3
20420,172751u,page4,20.0,2,2
20421,172751u,page3,7.5,2,2
20422,172751u,page1,4.5,2,2
20423,172751u,page2,3.0,2,2
20424,46896u,page4,21.6,5,3
20425,46896u,page3,16.6666666667,3,3
20426,46896u,page2,9.8,5,4
20427,46896u,page1,9.22222222222,9,5
20428,162506u,page1,22.0,1,1
20429,30181u,page1,42.6666666667,3,3
20430,30181u,page3,19.3333333333,3,3
20431,30181u,page2,5.66666666667,3,3
20432,30181u,page4,4.33333333333,3,3
20433,150554u,page1,31.0,1,1
20434,275882u,page1,6.0,1,1
20435,177373u,page3,10.5,2,2
20436,177373u,page1,7.5,2,2
20437,177373u,page2,2.5,2,2
20438,177373u,page4,2.5,2,2
20439,9166u,page1,8.0,1,1
20440,291829u,page1,7.0,1,1
20441,217215u,page1,117.0,1,1
20442,217215u,page4,42.0,1,1
20443,217215u,page3,13.0,1,1
20444,217215u,page2,7.0,1,1
20445,263802u,page1,14.0,1,1
20446,263802u,page2,7.0,1,1
20447,102639u,page3,14.0,1,1
20448,102639u,page4,9.0,1,1
20449,102639u,page1,8.0,2,1
20450,102639u,page2,7.0,2,1
20451,143153u,page3,23.0,1,1
20452,143153u,page1,22.0,1,1
20453,143153u,page2,15.0,1,1
20454,143153u,page4,6.0,1,1
20455,231102u,page1,13.0,1,1
20456,265387u,page1,4.0,1,1
20457,57380u,page1,12.0,1,1
20458,43649u,page3,11.3333333333,9,4
20459,43649u,page1,10.0,7,4
20460,43649u,page2,4.71428571429,7,4
20461,43649u,page4,2.33333333333,3,3
20462,270728u,page2,14.0,1,1
20463,270728u,page1,12.5,2,1
20464,227248u,page1,25.0,1,1
20465,221428u,page1,6.0,1,1
20466,267487u,page1,15.6666666667,3,3
20467,204356u,page1,22.5,2,1
20468,204356u,page3,11.0,1,1
20469,204356u,page4,11.0,1,1
20470,204356u,page2,7.0,1,1
20471,82240u,page1,16.0,1,1
20472,234885u,page1,3.0,1,1
20473,209403u,page1,4.16666666667,6,4
20474,41957u,page1,0.0,1,1
20475,266507u,page1,15.0,4,3
20476,135881u,page3,43.6666666667,3,3
20477,135881u,page2,15.5,4,3
20478,135881u,page1,15.1666666667,6,3
20479,135881u,page4,12.3333333333,3,3
20480,281964u,page1,2.0,1,1
20481,156720u,page1,10.0,1,1
20482,28114u,page1,6.0,1,1
20483,57652u,page1,8.0,3,2
20484,57652u,page2,0.0,1,1
20485,191456u,page2,11.0,3,1
20486,191456u,page3,10.0,1,1
20487,191456u,page1,6.5,4,1
20488,191456u,page4,4.0,1,1
20489,2796u,page1,50.0,1,1
20490,2796u,page3,20.0,1,1
20491,2796u,page4,9.0,1,1
20492,2796u,page2,8.0,1,1
20493,228562u,page3,11.0,1,1
20494,228562u,page4,8.0,1,1
20495,228562u,page1,5.25,4,4
20496,228562u,page2,5.0,1,1
20497,242573u,page1,6.0,8,4
20498,247312u,page1,18.0,1,1
20499,54135u,page3,50.0,1,1
20500,54135u,page2,11.5,2,1
20501,54135u,page1,10.3333333333,3,1
20502,46585u,page3,40.0,1,1
20503,46585u,page1,24.0,1,1
20504,46585u,page4,11.0,1,1
20505,46585u,page2,5.0,1,1
20506,44447u,page1,0.0,1,1
20507,158310u,page1,3.0,1,1
20508,120348u,page3,9.0,1,1
20509,120348u,page4,6.0,1,1
20510,120348u,page2,5.0,1,1
20511,120348u,page1,4.33333333333,3,3
20512,228127u,page1,34.0,1,1
20513,214892u,page2,10.7272727273,11,9
20514,214892u,page1,9.2,10,9
20515,214892u,page3,8.6,5,5
20516,214892u,page4,4.0,5,5
20517,65996u,page1,47.0,1,1
20518,65996u,page2,10.0,1,1
20519,65996u,page3,10.0,1,1
20520,65996u,page4,6.0,1,1
20521,184049u,page1,41.0,1,1
20522,184049u,page3,23.0,1,1
20523,184049u,page2,9.0,1,1
20524,184049u,page4,9.0,1,1
20525,104417u,page1,5.5,3,3
20526,194362u,page1,15.3333333333,6,4
20527,194362u,page4,15.0,4,4
20528,194362u,page2,13.4,5,4
20529,194362u,page3,12.8333333333,6,4
20530,230172u,page1,20.0,1,1
20531,232022u,page1,45.0,1,1
20532,269530u,page3,31.0,5,4
20533,269530u,page1,13.8,5,5
20534,269530u,page4,7.0,4,4
20535,269530u,page2,4.75,4,4
20536,71019u,page3,15.3333333333,6,6
20537,71019u,page1,10.0,6,6
20538,71019u,page4,5.16666666667,6,6
20539,71019u,page2,4.0,6,6
20540,67877u,page1,13.0,1,1
20541,137393u,page1,10.2,5,2
20542,283248u,page1,2.0,2,2
20543,23138u,page1,11.0,2,2
20544,43495u,page3,11.5,2,2
20545,43495u,page1,7.5,2,2
20546,43495u,page4,5.0,2,2
20547,43495u,page2,2.5,2,2
20548,146217u,page1,10.0,1,1
20549,160562u,page1,21.0,1,1
20550,279118u,page1,4.0,1,1
20551,99621u,page1,30.0,1,1
20552,191524u,page1,26.0,1,1
20553,51075u,page3,19.0,1,1
20554,51075u,page1,19.0,2,2
20555,51075u,page2,6.0,1,1
20556,51075u,page4,4.0,1,1
20557,35222u,page3,14.0,1,1
20558,35222u,page1,10.0,3,2
20559,35222u,page2,5.0,1,1
20560,35222u,page4,3.0,1,1
20561,56107u,page1,3.0,1,1
20562,70168u,page3,19.0,1,1
20563,70168u,page1,13.0,1,1
20564,70168u,page4,10.0,1,1
20565,70168u,page2,5.0,1,1
20566,142957u,page1,0.0,1,1
20567,64084u,page1,11.4,5,5
20568,56613u,page1,5.66666666667,3,2
20569,214460u,page1,2.0,1,1
20570,107126u,page2,26.0,1,1
20571,107126u,page1,23.0,1,1
20572,107126u,page4,20.0,1,1
20573,107126u,page3,13.0,1,1
20574,64686u,page3,28.5,2,2
20575,64686u,page1,6.66666666667,3,3
20576,64686u,page4,3.5,2,2
20577,64686u,page2,3.0,2,2
20578,212725u,page1,14.5,2,2
20579,212725u,page2,8.0,2,2
20580,123599u,page1,15.5,2,1
20581,115775u,page3,18.0,1,1
20582,115775u,page1,12.0,1,1
20583,115775u,page2,4.0,1,1
20584,115775u,page4,0.0,1,1
20585,125543u,page1,28.0,1,1
20586,125543u,page3,26.0,1,1
20587,125543u,page4,12.0,1,1
20588,125543u,page2,5.0,1,1
20589,235250u,page3,7.0,1,1
20590,235250u,page1,6.5,2,2
20591,235250u,page4,4.0,1,1
20592,235250u,page2,3.0,1,1
20593,162218u,page3,55.0,1,1
20594,162218u,page1,25.5,2,1
20595,162218u,page2,10.5,2,1
20596,162218u,page4,9.0,1,1
20597,163599u,page1,14.6666666667,3,2
20598,163599u,page2,10.5,2,1
20599,163599u,page3,10.0,1,1
20600,163599u,page4,4.0,1,1
20601,51636u,page3,13.75,4,2
20602,51636u,page1,9.25,4,2
20603,51636u,page4,4.75,4,2
20604,51636u,page2,2.75,4,2
20605,242968u,page3,19.3333333333,3,2
20606,242968u,page1,7.25,4,4
20607,242968u,page2,6.0,2,2
20608,242968u,page4,5.0,2,2
20609,148458u,page1,3.0,5,5
20610,290144u,page3,52.5,2,2
20611,290144u,page1,34.5,2,2
20612,290144u,page2,9.0,2,2
20613,290144u,page4,3.5,2,2
20614,5937u,page3,10.6666666667,3,3
20615,5937u,page1,4.33333333333,3,3
20616,5937u,page4,4.0,3,3
20617,5937u,page2,1.33333333333,3,3
20618,129536u,page3,6.4,5,3
20619,129536u,page1,6.33333333333,3,3
20620,129536u,page4,2.33333333333,3,3
20621,129536u,page2,1.66666666667,3,3
20622,181221u,page1,8.0,1,1
20623,205089u,page3,7.66666666667,3,1
20624,205089u,page2,7.0,1,1
20625,205089u,page1,5.0,2,1
20626,205089u,page4,4.0,1,1
20627,135674u,page1,3.0,1,1
20628,108946u,page3,7.0,1,1
20629,108946u,page1,7.0,1,1
20630,108946u,page2,4.0,1,1
20631,108946u,page4,3.0,1,1
20632,81992u,page1,28.3333333333,3,3
20633,81992u,page3,26.5714285714,8,3
20634,81992u,page2,3.0,3,3
20635,60136u,page1,69.0,1,1
20636,181594u,page1,14.5,2,2
20637,47060u,page1,3.0,1,1
20638,83409u,page3,17.0,1,1
20639,83409u,page4,9.0,1,1
20640,83409u,page1,7.5,2,1
20641,83409u,page2,7.0,2,1
20642,218088u,page1,24.0,2,1
20643,218088u,page3,13.0,1,1
20644,218088u,page2,7.5,2,1
20645,218088u,page4,7.0,1,1
20646,208857u,page1,10.0,2,1
20647,208857u,page2,0.0,1,1
20648,66054u,page1,1.33333333333,3,3
20649,142739u,page1,10.0,2,2
20650,4076u,page1,12.0,1,1
20651,101356u,page1,2.0,1,1
20652,63496u,page3,10.0,1,1
20653,63496u,page1,7.0,1,1
20654,63496u,page2,3.0,1,1
20655,63496u,page4,3.0,1,1
20656,7700u,page3,14.0,1,1
20657,7700u,page1,8.0,2,2
20658,7700u,page4,4.0,1,1
20659,7700u,page2,2.0,1,1
20660,24075u,page1,12.5416666667,24,13
20661,24075u,page3,8.5,4,4
20662,24075u,page2,8.0,8,7
20663,24075u,page4,5.75,4,4
20664,193105u,page2,69.0,2,1
20665,193105u,page4,39.0,1,1
20666,193105u,page3,19.0,1,1
20667,193105u,page1,18.6666666667,3,1
20668,192248u,page1,16.0,2,2
20669,192248u,page3,13.0,1,1
20670,192248u,page4,4.0,1,1
20671,192248u,page2,3.0,1,1
20672,270092u,page1,3.0,1,1
20673,120164u,page1,38.0,1,1
20674,192429u,page1,9.0,3,2
20675,204029u,page3,9.5,2,2
20676,204029u,page1,8.6,5,4
20677,204029u,page2,7.66666666667,3,3
20678,204029u,page4,4.5,2,2
20679,239687u,page1,2.5,2,2
20680,254745u,page1,12.6666666667,3,2
20681,254745u,page2,0.0,1,1
20682,170773u,page3,23.0,1,1
20683,170773u,page4,6.0,1,1
20684,170773u,page1,3.25,4,2
20685,170773u,page2,2.0,2,1
20686,9719u,page1,11.0,2,1
20687,71307u,page2,0.0,1,1
20688,71307u,page3,0.0,1,1
20689,71307u,page1,0.0,1,1
20690,71307u,page4,0.0,1,1
20691,74780u,page3,11.0,3,3
20692,74780u,page1,9.0,3,3
20693,74780u,page2,2.66666666667,3,3
20694,74780u,page4,2.0,3,3
20695,129570u,page1,10.5,2,1
20696,190536u,page1,3.0,1,1
20697,52407u,page1,6.71428571429,7,3
20698,255081u,page1,17.0,1,1
20699,195325u,page3,11.0,4,4
20700,195325u,page4,8.66666666667,3,3
20701,195325u,page1,6.2,5,4
20702,195325u,page2,6.0,4,4
20703,154232u,page1,2.0,1,1
20704,1511u,page1,32.2,5,1
20705,1511u,page2,28.3333333333,3,1
20706,1511u,page4,18.0,1,1
20707,1511u,page3,14.0,1,1
20708,114001u,page1,4.0,1,1
20709,14435u,page1,69.5,2,1
20710,144674u,page3,12.6,5,3
20711,144674u,page1,10.2,5,3
20712,144674u,page4,5.33333333333,3,3
20713,144674u,page2,4.25,4,3
20714,84370u,page1,18.0,1,1
20715,175397u,page1,41.0,2,1
20716,175397u,page3,13.0,1,1
20717,175397u,page4,9.0,1,1
20718,175397u,page2,4.5,2,1
20719,162102u,page3,7.0,1,1
20720,162102u,page1,5.0,1,1
20721,162102u,page2,3.0,1,1
20722,162102u,page4,3.0,1,1
20723,187594u,page1,37.0,1,1
20724,187594u,page3,24.0,1,1
20725,187594u,page4,15.0,1,1
20726,187594u,page2,6.0,1,1
20727,24567u,page3,16.0,3,3
20728,24567u,page1,12.6666666667,3,3
20729,24567u,page4,6.66666666667,3,3
20730,24567u,page2,5.33333333333,3,3
20731,62304u,page1,8.0,1,1
20732,40470u,page1,14.0,1,1
20733,193766u,page1,18.0,2,2
20734,26999u,page1,7.0,1,1
20735,179955u,page4,7.0,1,1
20736,179955u,page1,6.0,5,3
20737,179955u,page3,5.5,2,2
20738,179955u,page2,4.5,2,2
20739,242925u,page1,4.33333333333,3,2
20740,17347u,page1,10.0,1,1
20741,149947u,page1,69.0,1,1
20742,149947u,page3,15.0,1,1
20743,149947u,page4,5.0,1,1
20744,149947u,page2,4.0,1,1
20745,213387u,page3,19.0,1,1
20746,213387u,page1,14.0,4,3
20747,213387u,page2,13.0,1,1
20748,213387u,page4,4.0,1,1
20749,155264u,page1,7.0,1,1
20750,263739u,page1,2.0,1,1
20751,117088u,page1,4.0,1,1
20752,159984u,page1,9.0,1,1
20753,125499u,page1,6.0,1,1
20754,38629u,page1,4.0,1,1
20755,66525u,page1,3.33333333333,3,2
20756,156126u,page1,31.3333333333,3,1
20757,156126u,page2,30.5,2,1
20758,53081u,page1,47.8,5,2
20759,53081u,page3,21.0,3,1
20760,53081u,page4,18.0,2,1
20761,53081u,page2,8.5,2,1
20762,149558u,page1,5.0,1,1
20763,181392u,page1,36.0,1,1
20764,181392u,page4,11.0,1,1
20765,181392u,page2,9.0,1,1
20766,181392u,page3,8.0,1,1
20767,159081u,page2,7.5,2,1
20768,159081u,page1,4.0,3,1
20769,286544u,page1,12.0,1,1
20770,90533u,page2,158.0,1,1
20771,90533u,page1,6.5,2,1
20772,125060u,page3,14.6666666667,3,3
20773,125060u,page1,14.6666666667,3,3
20774,125060u,page4,6.0,3,3
20775,125060u,page2,4.66666666667,3,3
20776,208915u,page2,9.66666666667,3,3
20777,208915u,page4,6.0,2,2
20778,208915u,page1,5.25,4,3
20779,208915u,page3,4.5,2,2
20780,197330u,page1,12.0,2,2
20781,231946u,page1,3.0,2,2
20782,248870u,page1,7.0,1,1
20783,104950u,page4,9.5,2,2
20784,104950u,page3,9.0,2,2
20785,104950u,page1,9.0,2,2
20786,104950u,page2,4.5,2,2
20787,277189u,page3,84.3333333333,3,2
20788,277189u,page1,9.83333333333,6,3
20789,277189u,page2,3.0,2,2
20790,4555u,page1,1.0,1,1
20791,54121u,page1,18.0,1,1
20792,104864u,page3,13.3333333333,3,3
20793,104864u,page1,8.25,4,3
20794,104864u,page2,2.0,3,3
20795,104864u,page4,2.0,3,3
20796,113539u,page2,8.0,1,1
20797,113539u,page3,7.0,1,1
20798,113539u,page4,7.0,1,1
20799,113539u,page1,6.0,1,1
20800,22375u,page3,12.0,1,1
20801,22375u,page1,7.0,1,1
20802,22375u,page2,3.0,1,1
20803,22375u,page4,3.0,1,1
20804,215088u,page1,38.0,1,1
20805,206925u,page1,16.0,2,2
20806,206925u,page3,11.0,2,1
20807,206925u,page4,5.0,1,1
20808,206925u,page2,2.0,1,1
20809,89776u,page3,6.5,2,1
20810,89776u,page1,5.72727272727,11,4
20811,89776u,page2,5.0,4,2
20812,89776u,page4,5.0,1,1
20813,104625u,page3,13.6666666667,3,3
20814,104625u,page1,13.3333333333,3,3
20815,104625u,page4,8.66666666667,3,3
20816,104625u,page2,7.33333333333,3,3
20817,85873u,page1,1.0,1,1
20818,121043u,page1,52.0,1,1
20819,15582u,page1,19.0,1,1
20820,139404u,page1,30.0,1,1
20821,121626u,page1,41.0,1,1
20822,121626u,page3,20.0,1,1
20823,121626u,page4,5.0,1,1
20824,121626u,page2,3.0,1,1
20825,245832u,page1,31.0,1,1
20826,73925u,page3,17.0,1,1
20827,73925u,page1,17.0,1,1
20828,73925u,page4,7.0,1,1
20829,73925u,page2,6.0,1,1
20830,157866u,page1,10.0,1,1
20831,157866u,page3,8.0,1,1
20832,157866u,page2,6.0,1,1
20833,157866u,page4,6.0,1,1
20834,119099u,page2,13.5,2,1
20835,119099u,page1,10.5,2,1
20836,119099u,page3,9.0,1,1
20837,119099u,page4,9.0,1,1
20838,201171u,page2,6.0,1,1
20839,201171u,page3,6.0,1,1
20840,201171u,page1,6.0,1,1
20841,201171u,page4,5.0,1,1
20842,187868u,page3,15.1666666667,6,2
20843,187868u,page4,12.5,2,2
20844,187868u,page1,7.36363636364,11,3
20845,187868u,page2,5.8,5,3
20846,294056u,page1,2.0,1,1
20847,24331u,page3,15.3333333333,3,2
20848,24331u,page1,7.33333333333,3,2
20849,24331u,page2,4.33333333333,3,2
20850,24331u,page4,2.5,2,2
20851,5038u,page1,23.0,1,1
20852,54433u,page4,1.0,1,1
20853,54433u,page2,0.0,1,1
20854,54433u,page3,0.0,1,1
20855,54433u,page1,0.0,1,1
20856,137370u,page1,17.125,8,5
20857,137370u,page3,13.6,5,5
20858,137370u,page4,7.4,5,5
20859,137370u,page2,7.0,5,5
20860,127080u,page2,23.0,1,1
20861,127080u,page1,4.5,2,1
20862,146182u,page1,13.0,1,1
20863,162849u,page1,18.0,1,1
20864,128591u,page1,0.0,1,1
20865,192061u,page3,12.6666666667,3,3
20866,192061u,page1,12.4,5,3
20867,192061u,page4,6.0,3,3
20868,192061u,page2,5.2,5,3
20869,242846u,page3,6.0,1,1
20870,242846u,page1,6.0,1,1
20871,242846u,page4,5.0,1,1
20872,242846u,page2,3.0,1,1
20873,125858u,page2,11.25,4,2
20874,125858u,page1,10.5,5,2
20875,125858u,page3,6.0,1,1
20876,179512u,page3,8.25,4,4
20877,179512u,page1,5.83333333333,6,4
20878,179512u,page2,2.25,4,4
20879,179512u,page4,2.25,4,4
20880,8189u,page1,11.0,1,1
20881,211662u,page1,5.0,1,1
20882,176468u,page1,3.0,1,1
20883,38718u,page1,16.5,2,2
20884,38718u,page3,12.0,1,1
20885,38718u,page2,6.0,1,1
20886,38718u,page4,3.0,1,1
20887,75553u,page1,4.0,1,1
20888,174494u,page1,7.0,1,1
20889,133530u,page1,15.0,1,1
20890,249389u,page1,8.0,1,1
20891,154811u,page1,25.0,1,1
20892,96288u,page3,16.8333333333,6,3
20893,96288u,page4,12.0,1,1
20894,96288u,page1,11.8,5,5
20895,96288u,page2,4.0,3,3
20896,65103u,page1,32.0,1,1
20897,231621u,page1,20.0,1,1
20898,231621u,page3,13.0,1,1
20899,231621u,page2,5.0,1,1
20900,231621u,page4,5.0,1,1
20901,218366u,page1,26.0,2,2
20902,218366u,page3,14.0,2,2
20903,218366u,page2,13.5,2,2
20904,218366u,page4,10.0,2,2
20905,178726u,page1,53.0,1,1
20906,57162u,page1,3.0,1,1
20907,173076u,page1,11.0,1,1
20908,265866u,page1,13.6666666667,3,2
20909,265866u,page2,13.0,1,1
20910,15980u,page2,17.0,1,1
20911,15980u,page1,15.0,2,1
20912,272114u,page1,21.0,1,1
20913,272114u,page3,18.0,1,1
20914,272114u,page4,10.0,1,1
20915,272114u,page2,6.0,2,1
20916,231051u,page1,27.0,1,1
20917,231051u,page4,20.0,1,1
20918,231051u,page3,17.0,1,1
20919,231051u,page2,5.0,1,1
20920,222472u,page1,11.0,1,1
20921,222472u,page3,8.0,1,1
20922,222472u,page2,2.0,1,1
20923,222472u,page4,2.0,1,1
20924,2740u,page1,10.0,1,1
20925,118480u,page1,11.0,3,1
20926,177893u,page1,9.2,5,2
20927,177893u,page2,6.5,2,2
20928,177893u,page3,6.0,1,1
20929,177893u,page4,4.0,1,1
20930,199646u,page1,21.0,1,1
20931,199646u,page4,10.0,1,1
20932,199646u,page3,9.0,1,1
20933,199646u,page2,6.0,1,1
20934,289627u,page1,13.0,2,1
20935,289627u,page2,9.0,1,1
20936,21132u,page1,2.0,1,1
20937,69052u,page1,2.33333333333,3,3
20938,243461u,page2,62.5,2,1
20939,243461u,page3,9.0,1,1
20940,243461u,page1,8.66666666667,3,2
20941,243461u,page4,7.0,1,1
20942,132290u,page1,5.0,1,1
20943,90167u,page1,10.0,1,1
20944,57657u,page1,26.0,1,1
20945,1437u,page1,51.0,1,1
20946,1437u,page3,34.0,1,1
20947,1437u,page2,11.0,1,1
20948,109171u,page1,0.0,1,1
20949,83597u,page1,5.0,1,1
20950,121638u,page1,11.0,1,1
20951,225086u,page1,4.0,1,1
20952,77973u,page1,10.0,1,1
20953,77973u,page3,7.0,1,1
20954,77973u,page4,4.0,1,1
20955,77973u,page2,3.0,1,1
20956,134723u,page1,9.0,1,1
20957,150720u,page1,12.0,1,1
20958,235444u,page1,44.0,1,1
20959,235444u,page3,8.0,1,1
20960,235444u,page2,4.0,1,1
20961,235444u,page4,2.0,1,1
20962,237051u,page1,7.0,1,1
20963,160659u,page1,60.0,3,2
20964,168783u,page1,2.5,2,2
20965,5113u,page3,9.0,2,2
20966,5113u,page1,8.66666666667,3,2
20967,5113u,page2,6.5,2,2
20968,5113u,page4,4.5,2,2
20969,125658u,page1,7.0,1,1
20970,51286u,page3,9.66666666667,3,3
20971,51286u,page1,5.66666666667,3,3
20972,51286u,page2,3.66666666667,3,3
20973,51286u,page4,2.66666666667,3,3
20974,190936u,page3,9.0,1,1
20975,190936u,page1,8.33333333333,3,2
20976,190936u,page4,6.0,1,1
20977,190936u,page2,5.5,2,2
20978,214659u,page1,0.0,1,1
20979,165676u,page4,26.0,2,2
20980,165676u,page1,12.0,2,2
20981,165676u,page3,10.5,2,2
20982,165676u,page2,4.66666666667,3,2
20983,8791u,page1,37.0,1,1
20984,8791u,page3,13.0,1,1
20985,8791u,page2,4.0,1,1
20986,8791u,page4,4.0,1,1
20987,200110u,page1,17.5,2,2
20988,200110u,page2,9.5,2,2
20989,200110u,page3,6.0,2,2
20990,200110u,page4,5.5,2,2
20991,227810u,page3,63.0,1,1
20992,227810u,page1,25.0,6,2
20993,227810u,page2,12.3333333333,3,2
20994,227810u,page4,5.0,1,1
20995,81154u,page1,5.0,1,1
20996,76022u,page1,16.25,4,2
20997,80302u,page1,3.0,1,1
20998,113192u,page1,13.75,4,3
20999,113192u,page3,6.0,1,1
21000,113192u,page2,4.0,1,1
21001,113192u,page4,4.0,1,1
21002,251163u,page1,0.0,1,1
21003,138440u,page1,11.5,2,2
21004,138440u,page3,10.5,2,2
21005,138440u,page4,6.0,2,2
21006,138440u,page2,5.5,2,2
21007,151828u,page1,18.0,3,3
21008,151828u,page4,9.0,1,1
21009,151828u,page3,6.0,1,1
21010,151828u,page2,3.0,1,1
21011,286198u,page1,1.0,1,1
21012,104415u,page3,35.0,1,1
21013,104415u,page1,25.0,1,1
21014,104415u,page4,7.0,1,1
21015,104415u,page2,6.0,1,1
21016,122102u,page1,10.0,1,1
21017,196923u,page3,9.0,1,1
21018,196923u,page1,8.0,1,1
21019,196923u,page4,7.0,1,1
21020,196923u,page2,3.0,1,1
21021,37056u,page1,42.0,2,2
21022,297361u,page1,12.0,1,1
21023,78632u,page3,9.0,1,1
21024,78632u,page1,7.0,2,2
21025,78632u,page2,6.0,1,1
21026,78632u,page4,3.0,1,1
21027,242153u,page1,7.0,1,1
21028,296936u,page1,6.0,1,1
21029,209134u,page3,14.0,1,1
21030,209134u,page1,13.0,1,1
21031,209134u,page2,7.0,1,1
21032,209134u,page4,6.0,1,1
21033,88619u,page1,1.0,2,2
21034,106329u,page1,9.0,1,1
21035,239624u,page1,42.0,1,1
21036,239624u,page3,9.0,1,1
21037,239624u,page4,8.0,1,1
21038,239624u,page2,3.0,1,1
21039,161689u,page1,3.0,1,1
21040,139120u,page2,19.0,1,1
21041,139120u,page1,9.0,2,1
