identificador,ssoo,profundidad,avg_tiempo_pag1,vistas_pag1,vistas_unicas_pag1,avg_tiempo_pag2,vistas_pag2,vistas_unicas_pag2,avg_tiempo_pag3,vistas_pag3,vistas_unicas_pag3,avg_tiempo_pag4,vistas_pag4,vistas_unicas_pag4,sesiones,vistas,vistas_unicas,duracion_media_sesion,vistas_user_error,vistas_process_error,avg_tiempo_proceso,avg_tiempo_no_proceso,Y
235597u,0,4,88.25,8,6,2.0,4.0,4.0,11.6,5.0,4.0,2.75,4.0,4.0,84,961,386,173.904761905,0.0,0.0,101.85,69.304761905,1
23559u,0,4,11.6666666667,6,3,7.5,2.0,1.0,5.5,2.0,1.0,3.0,1.0,1.0,50,729,231,127.28,0.0,0.0,24.6666666667,99.6133333333,1
235604u,0,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,432,173,168.526315789,0.0,0.0,4.0,164.526315789,0
235611u,1,4,22.0,1,1,4.0,1.0,1.0,9.0,1.0,1.0,4.0,1.0,1.0,59,446,207,106.457627119,0.0,0.0,35.0,67.457627119,1
235633u,0,1,35.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,296,118,319.333333333,0.0,0.0,35.0,284.333333333,0
235649u,1,1,26.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,282,119,97.7954545455,0.0,0.0,26.0,71.7954545455,0
235654u,1,4,9.0,1,1,5.0,1.0,1.0,16.0,1.0,1.0,23.0,1.0,1.0,9,102,40,144.111111111,0.0,0.0,30.0,91.111111111,1
235664u,1,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,332,119,175.96969697,0.0,0.0,3.0,172.96969697,0
235683u,1,1,20.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,264,122,276.693877551,0.0,0.0,20.0,256.693877551,0
235688u,1,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,971,385,186.183673469,0.0,0.0,1.0,185.183673469,0
235698u,1,1,23.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,215,107,142.303030303,0.0,0.0,23.0,119.303030303,0
235718u,1,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,90,25,870.333333333,0.0,0.0,4.0,866.333333333,0
235719u,0,1,10.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,230,75,225.0,0.0,0.0,10.5,214.5,0
235722u,0,4,15.0,1,1,4.0,1.0,1.0,13.0,1.0,1.0,6.0,1.0,1.0,32,357,118,243.1875,0.0,0.0,32.0,205.1875,1
235764u,1,2,11.0,2,1,62.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,176,75,326.714285714,0.0,0.0,73.0,253.714285714,0
235780u,1,1,58.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,202,59,145.071428571,0.0,0.0,58.5,86.571428571,0
235784u,1,1,21.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,272,84,296.526315789,0.0,0.0,21.0,275.526315789,0
235788u,0,4,9.125,8,6,4.125,8.0,6.0,10.125,8.0,6.0,9.75,8.0,6.0,48,517,237,156.604166667,0.0,0.0,23.375,123.479166667,1
23578u,1,1,6.4,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,1405,463,118.980645161,0.0,0.0,6.4,112.580645161,0
235797u,1,4,19.3333333333,3,3,6.0,3.0,3.0,17.6666666667,3.0,3.0,9.0,3.0,3.0,31,455,189,334.064516129,0.0,0.0,43.0,282.064516129,1
235805u,1,4,15.3333333333,9,5,9.0,5.0,3.0,22.6666666667,3.0,3.0,7.0,3.0,3.0,170,1839,562,284.929411765,0.0,0.0,47.0,230.929411765,1
235810u,1,4,10.0,1,1,4.0,1.0,1.0,8.0,1.0,1.0,8.0,1.0,1.0,17,171,79,142.823529412,0.0,0.0,22.0,112.823529412,1
235815u,1,1,364.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,143,50,292.0,0.0,0.0,364.0,-72.0,0
235816u,0,4,11.3571428571,14,13,2.33333333333,3.0,3.0,10.3333333333,3.0,3.0,2.66666666667,3.0,3.0,137,1685,617,241.277372263,0.0,0.0,24.0238095237,214.586896073,1
235860u,0,4,12.3333333333,3,3,2.0,3.0,3.0,9.66666666667,3.0,3.0,5.5,3.0,3.0,39,402,181,175.025641026,0.0,0.0,24.0,145.525641026,1
235863u,0,4,27.0,1,1,8.0,1.0,1.0,14.0,1.0,1.0,5.0,1.0,1.0,23,261,103,79.1739130435,0.0,0.0,49.0,25.1739130435,1
235873u,0,1,13.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,1184,524,95.9741935484,0.0,0.0,13.0,82.9741935484,0
235887u,0,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,601,319,109.258823529,0.0,0.0,4.0,105.258823529,0
235903u,1,2,8.84210526316,19,8,25.875,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,83,1138,421,228.891566265,0.0,0.0,34.7171052632,194.174461002,0
235904u,1,2,30.5,2,1,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42,364,159,173.5,0.0,0.0,37.5,136.0,0
235908u,1,1,16.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,187,75,243.411764706,0.0,0.0,16.0,227.411764706,0
235912u,1,4,6.0,3,2,1.66666666667,3.0,2.0,4.0,2.0,2.0,2.5,2.0,2.0,119,1587,656,237.680672269,0.0,0.0,11.6666666667,223.514005602,1
235914u,1,1,22.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,121,80,97.1739130435,0.0,0.0,22.0,75.1739130435,0
235917u,0,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,300,128,163.21875,0.0,0.0,6.0,157.21875,0
235920u,1,4,16.9090909091,11,8,7.0,1.0,1.0,8.0,1.0,1.0,5.0,1.0,1.0,73,563,240,131.876712329,0.0,0.0,31.9090909091,94.9676214199,1
235921u,1,4,11.2,5,3,4.0,3.0,3.0,14.75,4.0,3.0,5.0,2.0,2.0,299,2007,744,127.240802676,1.0,0.0,29.95,92.290802676,1
235923u,0,4,6.5,2,2,3.5,2.0,2.0,9.5,2.0,2.0,2.5,2.0,2.0,39,437,197,107.179487179,0.0,0.0,19.5,85.179487179,1
235933u,0,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,938,338,196.649350649,0.0,0.0,2.0,194.649350649,0
235934u,1,4,3.5,2,2,1.0,2.0,2.0,9.0,3.0,2.0,7.5,2.0,2.0,33,361,170,332.363636364,1.0,0.0,13.5,311.363636364,1
235952u,1,4,11.0,1,1,3.0,1.0,1.0,10.0,1.0,1.0,4.0,1.0,1.0,45,390,191,166.111111111,0.0,0.0,24.0,138.111111111,1
23595u,0,1,5.66666666667,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,499,204,110.980769231,0.0,0.0,5.66666666667,105.314102564,0
235961u,1,1,41.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,221,100,230.142857143,0.0,0.0,41.0,189.142857143,0
235971u,1,1,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,986,349,187.505154639,0.0,0.0,10.0,177.505154639,0
235983u,0,4,18.0,1,1,4.0,1.0,1.0,13.0,1.0,1.0,53.0,1.0,1.0,6,55,27,117.333333333,0.0,0.0,35.0,29.333333333,1
235989u,0,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,209,87,193.461538462,0.0,0.0,5.0,188.461538462,0
23598u,1,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,141,56,232.4,0.0,0.0,0.0,232.4,0
236003u,0,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,557,217,181.660377358,0.0,0.0,1.0,180.660377358,0
236010u,1,1,5.25,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,640,271,107.365591398,0.0,0.0,5.25,102.115591398,0
236014u,0,1,156.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,1074,414,135.764705882,0.0,0.0,156.0,-20.235294118,0
236015u,1,1,16.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,74,24,219.666666667,0.0,0.0,16.0,203.666666667,0
236028u,1,4,19.0,1,1,9.0,1.0,1.0,15.0,1.0,1.0,11.0,2.0,1.0,41,354,152,143.585365854,0.0,0.0,43.0,89.585365854,1
236031u,1,1,13.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,79,38,58.4117647059,0.0,0.0,13.0,45.4117647059,0
236051u,1,4,13.0,2,2,10.0,2.0,2.0,11.0,2.0,2.0,6.0,2.0,2.0,60,799,291,271.116666667,0.0,0.0,34.0,231.116666667,1
236060u,0,4,12.0,1,1,12.0,1.0,1.0,25.0,1.0,1.0,3.0,1.0,1.0,44,522,188,269.613636364,0.0,0.0,49.0,217.613636364,1
236076u,1,4,7.0,1,1,3.0,1.0,1.0,7.0,1.0,1.0,4.0,1.0,1.0,72,427,181,136.444444444,0.0,0.0,17.0,115.444444444,1
236077u,0,4,19.5,2,2,11.3333333333,3.0,2.0,23.0,1.0,1.0,5.0,1.0,1.0,81,1070,336,232.580246914,0.0,0.0,53.8333333333,173.746913581,1
236090u,1,4,89.1428571429,8,3,22.8333333333,6.0,3.0,19.0,1.0,1.0,16.0,1.0,1.0,28,262,97,256.571428571,0.0,0.0,130.976190476,109.595238095,1
236119u,0,4,8.0,1,1,3.0,1.0,1.0,7.0,1.0,1.0,16.0,1.0,1.0,31,276,115,190.548387097,0.0,0.0,18.0,156.548387097,1
236123u,1,4,5.5,2,1,3.0,1.0,1.0,15.0,1.0,1.0,4.0,1.0,1.0,38,249,107,88.8684210526,0.0,0.0,23.5,61.3684210526,1
236131u,1,4,8.33333333333,3,2,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,106,1073,436,162.79245283,0.0,0.0,8.33333333333,154.459119497,1
236151u,0,1,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,709,289,122.323943662,0.0,0.0,12.0,110.323943662,0
236180u,1,2,11.5,8,1,15.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79,747,272,121.924050633,0.0,0.0,27.0,94.924050633,0
236188u,0,4,21.0,1,1,3.0,1.0,1.0,14.0,1.0,1.0,4.0,1.0,1.0,1,15,10,117.0,0.0,0.0,38.0,75.0,1
236190u,0,4,113.5,2,2,73.0,1.0,1.0,7.0,1.0,1.0,3.0,1.0,1.0,51,867,396,494.156862745,0.0,0.0,193.5,297.656862745,1
236199u,1,4,5.4,5,4,2.2,5.0,4.0,6.5,6.0,4.0,6.75,4.0,4.0,109,1136,547,288.577981651,1.0,0.0,14.1,267.727981651,1
236202u,1,1,21.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,218,71,393.555555556,0.0,0.0,21.0,372.555555556,0
236209u,0,1,11.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,506,287,32.0900900901,0.0,0.0,11.0,21.0900900901,0
236250u,0,4,5.33333333333,6,6,2.5,4.0,4.0,8.25,4.0,4.0,3.75,4.0,4.0,157,1732,633,168.006369427,0.0,0.0,16.0833333333,148.173036094,1
236251u,1,1,17.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,96,27,274.625,0.0,0.0,17.0,257.625,0
236255u,1,1,2.66666666667,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395,3067,1198,311.57721519,0.0,0.0,2.66666666667,308.910548523,0
236268u,1,4,14.3333333333,3,2,11.0,2.0,1.0,26.1111111111,9.0,1.0,12.0,1.0,1.0,44,359,148,360.272727273,6.0,0.0,51.4444444444,296.828282829,1
23628u,1,4,7.5,2,2,4.0,2.0,2.0,8.5,2.0,2.0,10.0,2.0,2.0,15,153,73,126.266666667,0.0,0.0,20.0,96.266666667,1
236290u,0,4,8.0,4,3,4.66666666667,3.0,3.0,9.33333333333,3.0,3.0,19.3333333333,3.0,3.0,16,195,81,157.4375,0.0,0.0,22.0,116.104166667,1
236292u,1,1,12.1666666667,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,846,387,122.514285714,0.0,0.0,12.1666666667,110.347619047,0
236299u,0,4,15.5,2,2,2.0,2.0,2.0,9.5,2.0,2.0,4.5,2.0,2.0,99,1299,492,233.434343434,0.0,0.0,27.0,201.934343434,1
236309u,0,4,16.5,4,3,3.5,2.0,2.0,10.3333333333,3.0,2.0,4.0,2.0,2.0,158,989,437,139.487341772,0.0,0.0,30.3333333333,105.154008439,1
236310u,0,1,18.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,69,19,446.333333333,0.0,0.0,18.0,428.333333333,0
236312u,1,1,19.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,313,129,154.564102564,0.0,0.0,19.5,135.064102564,0
236314u,1,4,30.5,2,1,6.0,1.0,1.0,36.0,1.0,1.0,7.0,1.0,1.0,3,57,20,397.0,0.0,0.0,72.5,317.5,1
236319u,1,1,22.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,426,141,356.65625,0.0,0.0,22.0,334.65625,0
236321u,0,4,0.0,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,11,167,51,168.545454545,0.0,0.0,0.0,168.545454545,1
236327u,0,4,20.0,1,1,4.0,1.0,1.0,9.0,1.0,1.0,6.0,1.0,1.0,15,193,67,234.2,0.0,0.0,33.0,195.2,1
236347u,1,2,15.0,3,1,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76,791,339,167.144736842,0.0,0.0,22.0,145.144736842,0
236364u,1,1,38.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,464,257,372.941176471,0.0,0.0,38.0,334.941176471,0
236375u,1,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,736,309,600.884615385,0.0,0.0,2.0,598.884615385,0
236382u,1,4,6.5,2,2,3.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,20,145,70,36.95,0.0,0.0,15.5,15.45,1
236384u,1,1,44.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,287,136,128.08,0.0,0.0,44.0,84.08,0
236385u,0,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,238,90,288.166666667,0.0,0.0,3.0,285.166666667,0
236389u,0,4,21.5,2,2,3.5,2.0,2.0,12.0,2.0,2.0,5.5,2.0,2.0,12,81,48,62.8333333333,0.0,0.0,37.0,20.3333333333,1
23638u,1,1,36.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,185,92,157.925925926,0.0,0.0,36.0,121.925925926,0
236398u,1,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,95,33,248.25,0.0,0.0,1.0,247.25,0
236403u,1,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,590,239,97.1222222222,0.0,0.0,8.0,89.1222222222,0
236421u,1,4,21.5,2,2,12.0,1.0,1.0,34.0,2.0,1.0,6.0,1.0,1.0,26,709,203,699.923076923,1.0,0.0,67.5,626.423076923,1
236424u,1,3,21.0,3,3,68.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,127,874,383,117.677165354,0.0,0.0,89.0,28.677165354,0
23642u,1,1,26.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,268,103,292.625,0.0,0.0,26.0,266.625,0
236434u,0,4,13.0,1,1,3.0,1.0,1.0,11.0,1.0,1.0,6.0,1.0,1.0,28,410,153,253.785714286,0.0,0.0,27.0,220.785714286,1
236460u,0,4,7.6,5,4,2.5,2.0,2.0,12.5,2.0,2.0,1.5,2.0,2.0,125,1693,706,268.52,0.0,0.0,22.6,244.42,1
236472u,1,4,38.0,1,1,5.0,1.0,1.0,15.0,1.0,1.0,10.0,1.0,1.0,25,195,72,183.8,0.0,0.0,58.0,115.8,1
23648u,1,1,18.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,239,67,201.647058824,0.0,0.0,18.0,183.647058824,0
236490u,1,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,199,102,208.916666667,0.0,0.0,5.0,203.916666667,0
236507u,1,4,12.5714285714,7,3,25.0,5.0,3.0,26.5,2.0,2.0,18.0,2.0,2.0,39,257,127,183.743589744,0.0,0.0,64.0714285714,101.672161173,1
236512u,1,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,304,120,158.527777778,0.0,0.0,4.0,154.527777778,0
236518u,1,4,5.42857142857,7,6,3.42857142857,7.0,6.0,9.0,7.0,6.0,4.57142857143,7.0,6.0,36,494,184,126.194444444,0.0,0.0,17.8571428571,103.765873015,1
236524u,1,4,4.71428571429,7,3,2.25,4.0,3.0,12.4285714286,7.0,3.0,5.0,1.0,1.0,6,83,35,166.0,3.0,0.0,19.3928571429,141.607142857,1
236526u,1,4,4.83333333333,12,9,2.72727272727,11.0,9.0,9.41666666667,12.0,9.0,8.66666666667,12.0,9.0,79,845,429,220.025316456,1.0,0.0,16.9772727273,194.381377062,1
236544u,1,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,29,8,395.0,0.0,0.0,5.0,390.0,0
236546u,0,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,722,312,253.946428571,0.0,0.0,2.0,251.946428571,0
236557u,1,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,449,166,194.289473684,0.0,0.0,4.0,190.289473684,0
236559u,1,4,4.0,2,2,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,25,549,148,572.28,0.0,0.0,4.0,568.28,1
236567u,1,4,17.5,2,2,14.0,1.0,1.0,29.0,1.0,1.0,4.0,1.0,1.0,12,162,61,409.166666667,0.0,0.0,60.5,344.666666667,1
236578u,0,4,31.3333333333,3,3,5.0,3.0,3.0,11.3333333333,3.0,3.0,6.66666666667,3.0,3.0,28,271,147,120.357142857,0.0,0.0,47.6666666666,66.0238095237,1
236579u,0,1,16.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,338,122,178.48,0.0,0.0,16.0,162.48,0
23657u,0,4,22.0,1,1,3.0,1.0,1.0,13.0,1.0,1.0,21.0,2.0,1.0,48,423,193,170.0625,0.0,0.0,38.0,111.0625,1
236587u,1,4,20.0,1,1,7.0,1.0,1.0,10.0,1.0,1.0,5.0,1.0,1.0,62,794,301,224.887096774,0.0,0.0,37.0,182.887096774,1
236588u,1,4,11.0,3,2,5.0,1.0,1.0,25.0,1.0,1.0,7.0,1.0,1.0,18,219,98,143.055555556,0.0,0.0,41.0,95.055555556,1
236589u,1,1,0.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,555,260,113.585714286,0.0,0.0,0.0,113.585714286,0
236593u,0,4,10.0,3,3,2.5,2.0,2.0,10.0,2.0,2.0,5.0,2.0,2.0,94,797,348,89.9468085106,0.0,0.0,22.5,62.4468085106,1
236597u,1,1,5.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,501,182,178.478873239,0.0,0.0,5.0,173.478873239,0
236599u,1,4,13.5714285714,7,6,4.2,5.0,5.0,6.0,4.0,4.0,4.25,4.0,4.0,63,529,228,89.4285714286,0.0,0.0,23.7714285714,61.4071428572,1
236600u,0,4,8.3,12,9,2.5,4.0,4.0,13.0,4.0,4.0,3.0,4.0,4.0,170,1065,512,130.564705882,0.0,0.0,23.8,103.764705882,1
236610u,0,4,0.0,1,1,0.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,139,1046,487,94.7913669065,0.0,0.0,2.0,89.7913669065,1
236613u,1,2,21.6666666667,3,3,1498.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,127,58,1061.375,0.0,0.0,1519.66666667,-458.291666667,0
236628u,1,1,14.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,721,253,248.205882353,0.0,0.0,14.0,234.205882353,0
236629u,1,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,377,119,166.451612903,0.0,0.0,7.0,159.451612903,0
236647u,0,4,10.0,2,2,3.0,2.0,2.0,14.5,2.0,2.0,5.0,2.0,2.0,90,854,344,179.488888889,0.0,0.0,27.5,146.988888889,1
236653u,0,4,13.0,1,1,2.0,1.0,1.0,12.0,1.0,1.0,2.0,1.0,1.0,146,2810,858,434.136986301,0.0,0.0,27.0,405.136986301,1
236656u,1,2,4.0,4,2,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12,135,66,212.166666667,0.0,0.0,15.0,197.166666667,0
236680u,1,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,197,68,61.1304347826,0.0,0.0,0.0,61.1304347826,0
236681u,0,1,7.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,850,396,157.035714286,0.0,0.0,7.5,149.535714286,0
236688u,1,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,590,243,142.151785714,0.0,0.0,4.0,138.151785714,0
236689u,1,4,8.44444444444,9,4,4.5,4.0,2.0,9.5,2.0,2.0,4.0,2.0,2.0,21,576,164,595.857142857,0.0,0.0,22.4444444444,569.412698413,1
236707u,0,4,6.0,2,2,2.0,1.0,1.0,8.0,1.0,1.0,18.0,1.0,1.0,19,340,111,219.368421053,0.0,0.0,16.0,185.368421053,1
236708u,1,1,7.33333333333,9,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,340,100,303.826086957,0.0,0.0,7.33333333333,296.492753624,0
236711u,1,4,20.5,4,4,3.0,3.0,3.0,15.0,3.0,3.0,6.33333333333,3.0,3.0,43,456,195,144.069767442,0.0,0.0,38.5,99.2364341087,1
236735u,0,4,52.0,1,1,10.0,1.0,1.0,15.0,1.0,1.0,0.0,1.0,1.0,2,25,19,365.5,0.0,0.0,77.0,288.5,1
236736u,0,4,15.0,2,2,4.0,2.0,2.0,23.6666666667,3.0,2.0,3.0,2.0,2.0,39,307,140,268.820512821,0.0,0.0,42.6666666667,223.153846154,1
236738u,1,4,25.0,1,1,8.0,1.0,1.0,19.0,1.0,1.0,12.0,1.0,1.0,14,167,82,322.571428571,0.0,0.0,52.0,258.571428571,1
236748u,1,4,6.22222222222,9,4,3.0,5.0,4.0,4.5,4.0,3.0,3.0,3.0,3.0,52,481,218,187.442307692,1.0,0.0,13.7222222222,170.72008547,1
236758u,1,4,10.0,1,1,6.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,57,665,276,286.052631579,0.0,0.0,21.0,262.052631579,1
236760u,1,1,20.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,349,113,362.214285714,0.0,0.0,20.0,342.214285714,0
236764u,0,4,9.0,1,1,8.5,2.0,1.0,9.0,1.0,1.0,3.0,1.0,1.0,49,721,268,301.714285714,0.0,0.0,26.5,272.214285714,1
236768u,1,4,8.0,2,2,14.0,1.0,1.0,15.0,1.0,1.0,4.0,1.0,1.0,137,1212,452,170.598540146,0.0,0.0,37.0,129.598540146,1
236796u,0,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,234,105,227.941176471,0.0,0.0,3.0,224.941176471,0
236805u,1,1,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,364,168,273.846153846,0.0,0.0,10.0,263.846153846,0
236823u,0,4,6.5,2,2,2.0,2.0,2.0,13.5,2.0,2.0,2.5,2.0,2.0,82,597,300,115.768292683,0.0,0.0,22.0,91.268292683,1
23682u,0,4,10.5,2,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4,79,24,181.0,0.0,0.0,10.5,170.5,1
236834u,0,4,29.5,2,2,4.0,2.0,2.0,14.5,2.0,2.0,4.5,2.0,2.0,4,133,31,668.5,0.0,0.0,48.0,616.0,1
236836u,1,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,220,73,425.25,0.0,0.0,2.0,423.25,0
236848u,0,1,16.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,322,154,153.333333333,0.0,0.0,16.0,137.333333333,0
236850u,0,1,14.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,663,255,243.028169014,0.0,0.0,14.5,228.528169014,0
236855u,0,1,14.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,136,49,205.8,0.0,0.0,14.0,191.8,0
236887u,1,4,24.0,1,1,4.0,1.0,1.0,21.0,1.0,1.0,6.0,1.0,1.0,10,128,47,702.8,0.0,0.0,49.0,647.8,1
236893u,0,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,504,122,428.84,0.0,0.0,4.0,424.84,0
2368u,0,1,18.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,417,138,233.526315789,0.0,0.0,18.0,215.526315789,0
236904u,0,4,18.5,2,2,2.5,2.0,2.0,14.0,2.0,2.0,9.5,2.0,2.0,86,561,276,166.988372093,0.0,0.0,35.0,122.488372093,1
236923u,1,1,25.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,666,323,410.76056338,0.0,0.0,25.0,385.76056338,0
236940u,1,1,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,45,22,457.2,0.0,0.0,12.0,445.2,0
236946u,0,4,8.0,1,1,3.0,1.0,1.0,12.0,1.0,1.0,3.0,1.0,1.0,45,419,192,314.088888889,0.0,0.0,23.0,288.088888889,1
236951u,0,2,20.5,2,2,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30,370,129,161.733333333,0.0,0.0,30.5,131.233333333,0
23695u,1,4,6.0,1,1,6.0,1.0,1.0,7.0,1.0,1.0,6.0,1.0,1.0,48,433,180,222.125,0.0,0.0,19.0,197.125,1
236960u,1,4,10.0,1,1,8.0,1.0,1.0,9.0,1.0,1.0,6.0,1.0,1.0,18,114,62,125.055555556,0.0,0.0,27.0,92.055555556,1
236968u,0,4,134.0,2,2,1.0,2.0,2.0,3.5,2.0,2.0,5.5,2.0,2.0,131,1702,475,362.198473282,0.0,0.0,138.5,218.198473282,1
