,identificador,Sistema operativo,Usuarios
994,160190u,Windows OS,1
995,53275u,Mac OS,1
996,243552u,Windows OS,1
997,70706u,Windows OS,1
998,175116u,Windows OS,1
999,169092u,Mac OS,1
1000,254003u,Windows OS,1
1001,263486u,Windows OS,1
1002,31881u,Windows OS,1
1003,66431u,Windows OS,1
1004,239667u,Windows OS,1
1005,275376u,Windows OS,1
1006,214415u,Windows OS,1
1007,235018u,Windows OS,1
1008,47386u,Mac OS,1
1009,27949u,Windows OS,1
1010,152519u,Windows OS,1
1011,288810u,Windows OS,1
1012,60154u,Windows OS,1
1013,84207u,Windows OS,1
1014,49112u,Windows OS,1
1015,264744u,Mac OS,1
1016,225380u,Windows OS,1
1017,129118u,Mac OS,1
1018,203976u,Windows OS,1
1019,46373u,Windows OS,1
1020,38042u,Windows OS,1
1021,258172u,Windows OS,1
1022,250229u,Mac OS,1
1023,81450u,Mac OS,1
1024,299626u,Windows OS,1
1025,88415u,Windows OS,1
1026,164894u,Windows OS,1
1027,203973u,Mac OS,1
1028,134104u,Mac OS,1
1029,24779u,Mac OS,1
1030,22840u,Windows OS,1
1031,63069u,Mac OS,1
1032,201051u,Mac OS,1
1033,106072u,Windows OS,1
1034,185625u,Windows OS,1
1035,223308u,Windows OS,1
1036,160186u,Mac OS,1
1037,42445u,Windows OS,1
1038,200896u,Windows OS,1
1039,70853u,Windows OS,1
1040,144878u,Windows OS,1
1041,151466u,Mac OS,1
1042,232124u,Mac OS,1
1043,218859u,Windows OS,1
1044,275125u,Windows OS,1
1045,227682u,Mac OS,1
1046,213140u,Windows OS,1
1047,250660u,Mac OS,1
1048,174915u,Windows OS,1
1049,74607u,Mac OS,1
1050,193919u,Windows OS,1
1051,286372u,Mac OS,1
1052,284334u,Windows OS,1
1053,197172u,Windows OS,1
1054,221270u,Mac OS,1
1055,327u,Windows OS,1
1056,65556u,Windows OS,1
1057,78420u,Windows OS,1
1058,3544u,Windows OS,1
1059,211647u,Mac OS,1
1060,372u,Windows OS,1
1061,117072u,Mac OS,1
1062,132530u,Windows OS,1
1063,210646u,Windows OS,1
1064,212739u,Windows OS,1
1065,101295u,Windows OS,1
1066,97713u,Windows OS,1
1067,71903u,Mac OS,1
1068,8223u,Windows OS,1
1069,14129u,Mac OS,1
1070,122388u,Windows OS,1
1071,22685u,Windows OS,1
1072,116668u,Windows OS,1
1073,274408u,Windows OS,1
1074,49872u,Windows OS,1
1075,17255u,Windows OS,1
1076,221282u,Mac OS,1
1077,47630u,Windows OS,1
1078,238916u,Mac OS,1
1079,288640u,Windows OS,1
1080,51639u,Windows OS,1
1081,41101u,Windows OS,1
1082,2903u,Mac OS,1
1083,152727u,Windows OS,1
1084,148617u,Windows OS,1
1085,125047u,Windows OS,1
1086,156907u,Mac OS,1
1087,145065u,Mac OS,1
1088,76250u,Mac OS,1
1089,187155u,Windows OS,1
1090,48398u,Windows OS,1
1091,63491u,Windows OS,1
1092,191110u,Windows OS,1
1093,297787u,Windows OS,1
1094,28616u,Windows OS,1
1095,279591u,Windows OS,1
1096,88518u,Windows OS,1
1097,48562u,Windows OS,1
1098,237081u,Windows OS,1
1099,48681u,Mac OS,1
1100,92789u,Mac OS,1
1101,293721u,Mac OS,1
1102,270569u,Windows OS,1
1103,100103u,Windows OS,1
1104,141590u,Windows OS,1
1105,117151u,Mac OS,1
1106,127117u,Windows OS,1
1107,204068u,Windows OS,1
1108,203448u,Mac OS,1
1109,50166u,Windows OS,1
1110,95296u,Windows OS,1
1111,97418u,Windows OS,1
1112,13204u,Windows OS,1
1113,161445u,Windows OS,1
1114,225567u,Windows OS,1
1115,107748u,Windows OS,1
1116,79610u,Windows OS,1
1117,145911u,Mac OS,1
1118,157471u,Windows OS,1
1119,38893u,Mac OS,1
1120,238517u,Windows OS,1
1121,207395u,Windows OS,1
1122,112717u,Windows OS,1
1123,210096u,Mac OS,1
1124,91240u,Mac OS,1
1125,209626u,Windows OS,1
1126,203374u,Mac OS,1
1127,6871u,Mac OS,1
1128,157832u,Mac OS,1
1129,137121u,Windows OS,1
1130,280972u,Mac OS,1
1131,137501u,Windows OS,1
1132,282119u,Mac OS,1
1133,206387u,Mac OS,1
1134,174615u,Windows OS,1
1135,146826u,Windows OS,1
1136,17964u,Windows OS,1
1137,65406u,Mac OS,1
1138,122397u,Windows OS,1
1139,93270u,Mac OS,1
1140,248813u,Mac OS,1
1141,185068u,Mac OS,1
1142,259420u,Windows OS,1
1143,127409u,Windows OS,1
1144,46549u,Mac OS,1
1145,257623u,Windows OS,1
1146,209875u,Windows OS,1
1147,212512u,Windows OS,1
1148,228194u,Windows OS,1
1149,208473u,Windows OS,1
1150,280454u,Windows OS,1
1151,175327u,Windows OS,1
1152,249670u,Windows OS,1
1153,32080u,Mac OS,1
1154,233870u,Mac OS,1
1155,78862u,Windows OS,1
1156,227887u,Mac OS,1
1157,11577u,Windows OS,1
1158,188230u,Windows OS,1
1159,230812u,Mac OS,1
1160,88072u,Mac OS,1
1161,253257u,Windows OS,1
1162,140926u,Windows OS,1
1163,276561u,Windows OS,1
1164,273022u,Mac OS,1
1165,147793u,Windows OS,1
1166,195444u,Windows OS,1
1167,279340u,Mac OS,1
1168,101351u,Windows OS,1
1169,229168u,Windows OS,1
1170,89938u,Mac OS,1
1171,103792u,Windows OS,1
1172,31204u,Windows OS,1
1173,179241u,Mac OS,1
1174,284051u,Windows OS,1
1175,180431u,Mac OS,1
1176,133316u,Windows OS,1
1177,54432u,Windows OS,1
1178,100277u,Windows OS,1
1179,140672u,Windows OS,1
1180,199165u,Windows OS,1
1181,61154u,Mac OS,1
1182,298388u,Windows OS,1
1183,53472u,Mac OS,1
1184,151579u,Mac OS,1
1185,221472u,Windows OS,1
1186,17607u,Windows OS,1
1187,120441u,Windows OS,1
1188,46114u,Windows OS,1
1189,179520u,Mac OS,1
1190,277737u,Mac OS,1
1191,9716u,Windows OS,1
1192,19337u,Mac OS,1
1193,289673u,Mac OS,1
1194,234139u,Windows OS,1
1195,91187u,Windows OS,1
1196,164271u,Windows OS,1
1197,180282u,Windows OS,1
1198,289220u,Windows OS,1
1199,227804u,Windows OS,1
1200,115912u,Windows OS,1
1201,66305u,Windows OS,1
1202,119763u,Mac OS,1
1203,114423u,Windows OS,1
1204,179684u,Windows OS,1
1205,155270u,Windows OS,1
1206,134352u,Windows OS,1
1207,255282u,Mac OS,1
1208,51225u,Mac OS,1
1209,184790u,Mac OS,1
1210,68309u,Windows OS,1
1211,26510u,Windows OS,1
1212,95524u,Windows OS,1
1213,207602u,Windows OS,1
1214,249256u,Mac OS,1
1215,72002u,Mac OS,1
1216,163588u,Windows OS,1
1217,188040u,Windows OS,1
1218,214846u,Windows OS,1
1219,253899u,Mac OS,1
1220,111665u,Windows OS,1
1221,84045u,Windows OS,1
1222,123024u,Mac OS,1
1223,235983u,Mac OS,1
1224,66244u,Windows OS,1
1225,117203u,Windows OS,1
1226,48478u,Mac OS,1
1227,217259u,Windows OS,1
1228,236887u,Windows OS,1
1229,190351u,Windows OS,1
1230,284656u,Mac OS,1
1231,160114u,Windows OS,1
1232,232408u,Mac OS,1
1233,272345u,Windows OS,1
1234,34956u,Mac OS,1
1235,178075u,Mac OS,1
1236,47301u,Mac OS,1
1237,99113u,Mac OS,1
1238,177910u,Mac OS,1
1239,241116u,Windows OS,1
1240,202634u,Mac OS,1
1241,189954u,Mac OS,1
1242,179827u,Windows OS,1
1243,196485u,Windows OS,1
1244,257663u,Windows OS,1
1245,207219u,Mac OS,1
1246,91709u,Windows OS,1
1247,274390u,Mac OS,1
1248,96976u,Mac OS,1
1249,198569u,Mac OS,1
1250,74898u,Windows OS,1
1251,33380u,Windows OS,1
1252,276645u,Windows OS,1
1253,99356u,Windows OS,1
1254,257474u,Windows OS,1
1255,47101u,Windows OS,1
1256,132948u,Windows OS,1
1257,268233u,Windows OS,1
1258,260933u,Mac OS,1
1259,132690u,Mac OS,1
1260,59562u,Windows OS,1
1261,246062u,Windows OS,1
1262,29644u,Mac OS,1
1263,178003u,Windows OS,1
1264,76819u,Windows OS,1
1265,216552u,Windows OS,1
1266,58232u,Windows OS,1
1267,290448u,Mac OS,1
1268,129070u,Windows OS,1
1269,224899u,Windows OS,1
1270,35490u,Windows OS,1
1271,62839u,Windows OS,1
1272,109120u,Windows OS,1
1273,170160u,Windows OS,1
1274,135987u,Windows OS,1
1275,217489u,Windows OS,1
1276,108744u,Mac OS,1
1277,168005u,Windows OS,1
1278,145058u,Mac OS,1
1279,65289u,Mac OS,1
1280,76672u,Mac OS,1
1281,231187u,Windows OS,1
1282,49988u,Windows OS,1
1283,154930u,Windows OS,1
1284,250933u,Mac OS,1
1285,284816u,Mac OS,1
1286,144414u,Windows OS,1
1287,99480u,Windows OS,1
1288,41576u,Windows OS,1
1289,229684u,Windows OS,1
1290,236557u,Windows OS,1
1291,159668u,Windows OS,1
1292,113556u,Windows OS,1
1293,181425u,Mac OS,1
1294,27788u,Windows OS,1
1295,29729u,Windows OS,1
1296,249469u,Windows OS,1
1297,147832u,Windows OS,1
1298,97842u,Windows OS,1
1299,285273u,Windows OS,1
1300,129381u,Windows OS,1
1301,101527u,Mac OS,1
1302,78286u,Mac OS,1
1303,167774u,Windows OS,1
1304,9123u,Windows OS,1
1305,24491u,Mac OS,1
1306,247853u,Windows OS,1
1307,259696u,Windows OS,1
1308,121181u,Mac OS,1
1309,25739u,Windows OS,1
1310,84035u,Mac OS,1
1311,29969u,Mac OS,1
1312,148184u,Mac OS,1
1313,124127u,Windows OS,1
1314,46548u,Windows OS,1
1315,106434u,Mac OS,1
1316,139649u,Windows OS,1
1317,232565u,Windows OS,1
1318,218894u,Windows OS,1
1319,202324u,Windows OS,1
1320,282891u,Mac OS,1
1321,61451u,Windows OS,1
1322,243002u,Mac OS,1
1323,222574u,Mac OS,1
1324,287934u,Windows OS,1
1325,187580u,Windows OS,1
1326,260393u,Windows OS,1
1327,19069u,Mac OS,1
1328,137395u,Windows OS,1
1329,61007u,Windows OS,1
1330,294063u,Windows OS,1
1331,216727u,Windows OS,1
1332,46832u,Windows OS,1
1333,189148u,Windows OS,1
1334,256927u,Windows OS,1
1335,157791u,Windows OS,1
1336,184615u,Windows OS,1
1337,191353u,Windows OS,1
1338,255606u,Windows OS,1
1339,202215u,Windows OS,1
1340,267238u,Windows OS,1
1341,239981u,Mac OS,1
1342,147414u,Windows OS,1
1343,128782u,Windows OS,1
1344,160355u,Windows OS,1
1345,112740u,Windows OS,1
1346,201657u,Mac OS,1
1347,202216u,Windows OS,1
1348,181323u,Windows OS,1
1349,21693u,Windows OS,1
1350,244257u,Mac OS,1
1351,166108u,Windows OS,1
1352,163881u,Windows OS,1
1353,133245u,Windows OS,1
1354,33819u,Windows OS,1
1355,53619u,Windows OS,1
1356,8597u,Windows OS,1
1357,284583u,Mac OS,1
1358,74670u,Windows OS,1
1359,195408u,Windows OS,1
1360,127919u,Mac OS,1
1361,9314u,Mac OS,1
1362,254515u,Mac OS,1
1363,42502u,Mac OS,1
1364,232310u,Windows OS,1
1365,263824u,Windows OS,1
1366,145177u,Mac OS,1
1367,115321u,Windows OS,1
1368,184282u,Mac OS,1
1369,139000u,Windows OS,1
1370,88997u,Mac OS,1
1371,18427u,Mac OS,1
1372,277968u,Windows OS,1
1373,235120u,Windows OS,1
1374,298816u,Mac OS,1
1375,161203u,Windows OS,1
1376,63757u,Windows OS,1
1377,205872u,Mac OS,1
1378,217922u,Windows OS,1
1379,155200u,Windows OS,1
1380,178791u,Windows OS,1
1381,80798u,Windows OS,1
1382,174455u,Mac OS,1
1383,30437u,Mac OS,1
1384,169502u,Windows OS,1
1385,26100u,Windows OS,1
1386,201655u,Windows OS,1
1387,88752u,Mac OS,1
1388,224120u,Mac OS,1
1389,283862u,Windows OS,1
1390,47490u,Windows OS,1
1391,59483u,Windows OS,1
1392,135890u,Mac OS,1
1393,140949u,Windows OS,1
1394,282002u,Windows OS,1
1395,232985u,Mac OS,1
1396,243231u,Windows OS,1
1397,127573u,Mac OS,1
1398,118638u,Mac OS,1
1399,162287u,Windows OS,1
1400,132086u,Windows OS,1
1401,104875u,Windows OS,1
1402,13021u,Mac OS,1
1403,68382u,Windows OS,1
1404,254737u,Windows OS,1
1405,10621u,Windows OS,1
1406,59087u,Windows OS,1
1407,53518u,Mac OS,1
1408,59058u,Windows OS,1
1409,61981u,Mac OS,1
1410,239230u,Windows OS,1
1411,201546u,Mac OS,1
1412,137760u,Windows OS,1
1413,176619u,Mac OS,1
1414,218244u,Windows OS,1
1415,63981u,Windows OS,1
1416,86000u,Windows OS,1
1417,176657u,Mac OS,1
1418,238559u,Windows OS,1
1419,197343u,Windows OS,1
1420,257497u,Windows OS,1
1421,120959u,Windows OS,1
1422,192587u,Mac OS,1
1423,35124u,Mac OS,1
1424,126947u,Windows OS,1
1425,62794u,Windows OS,1
1426,204569u,Windows OS,1
1427,225123u,Mac OS,1
1428,22736u,Mac OS,1
1429,194023u,Windows OS,1
1430,102247u,Windows OS,1
1431,299957u,Mac OS,1
1432,170455u,Mac OS,1
1433,220495u,Windows OS,1
1434,289498u,Windows OS,1
1435,178752u,Windows OS,1
1436,108651u,Windows OS,1
1437,282091u,Mac OS,1
1438,266592u,Windows OS,1
1439,299055u,Windows OS,1
1440,52228u,Windows OS,1
1441,122591u,Windows OS,1
1442,265687u,Mac OS,1
1443,209577u,Windows OS,1
1444,257275u,Mac OS,1
1445,273971u,Mac OS,1
1446,173607u,Windows OS,1
1447,14259u,Windows OS,1
1448,142568u,Mac OS,1
1449,91336u,Mac OS,1
1450,296361u,Windows OS,1
1451,158031u,Windows OS,1
1452,140049u,Mac OS,1
1453,99774u,Windows OS,1
1454,59580u,Windows OS,1
1455,133084u,Windows OS,1
1456,200919u,Windows OS,1
1457,27522u,Windows OS,1
1458,183526u,Windows OS,1
1459,47845u,Windows OS,1
1460,182694u,Windows OS,1
1461,133207u,Windows OS,1
1462,239914u,Mac OS,1
1463,200552u,Windows OS,1
1464,249575u,Mac OS,1
1465,57555u,Windows OS,1
1466,2797u,Windows OS,1
1467,114503u,Mac OS,1
1468,162454u,Windows OS,1
1469,9410u,Windows OS,1
1470,182340u,Windows OS,1
1471,9451u,Windows OS,1
1472,10415u,Windows OS,1
1473,104326u,Windows OS,1
1474,58763u,Windows OS,1
1475,230781u,Mac OS,1
1476,62589u,Windows OS,1
1477,137029u,Mac OS,1
1478,175577u,Mac OS,1
1479,17762u,Mac OS,1
1480,75313u,Mac OS,1
1481,73849u,Windows OS,1
1482,82388u,Windows OS,1
1483,99776u,Mac OS,1
1484,185953u,Mac OS,1
1485,4329u,Mac OS,1
1486,120496u,Mac OS,1
1487,32924u,Windows OS,1
1488,128366u,Windows OS,1
1489,37564u,Windows OS,1
1490,108652u,Windows OS,1
1491,238928u,Windows OS,1
1492,288654u,Mac OS,1
1493,270946u,Windows OS,1
1494,98410u,Mac OS,1
1495,232733u,Mac OS,1
1496,140893u,Windows OS,1
1497,18873u,Windows OS,1
1498,84878u,Mac OS,1
1499,198792u,Windows OS,1
1500,155132u,Windows OS,1
1501,122491u,Mac OS,1
1502,268867u,Windows OS,1
1503,285230u,Windows OS,1
1504,68796u,Mac OS,1
1505,72299u,Mac OS,1
1506,183286u,Mac OS,1
1507,164545u,Windows OS,1
1508,96844u,Windows OS,1
1509,204363u,Mac OS,1
1510,4552u,Windows OS,1
1511,122609u,Mac OS,1
1512,145707u,Windows OS,1
1513,97225u,Windows OS,1
1514,166778u,Mac OS,1
1515,97100u,Mac OS,1
1516,290035u,Mac OS,1
1517,291310u,Mac OS,1
1518,192897u,Mac OS,1
1519,188296u,Mac OS,1
1520,66293u,Windows OS,1
1521,81881u,Windows OS,1
1522,152242u,Mac OS,1
1523,172464u,Windows OS,1
1524,108926u,Mac OS,1
1525,16002u,Windows OS,1
1526,298854u,Mac OS,1
1527,233296u,Windows OS,1
1528,82618u,Windows OS,1
1529,96851u,Mac OS,1
1530,295245u,Windows OS,1
1531,21954u,Mac OS,1
1532,265472u,Mac OS,1
1533,226880u,Windows OS,1
1534,160598u,Windows OS,1
1535,162937u,Windows OS,1
1536,90420u,Windows OS,1
1537,63532u,Windows OS,1
1538,243609u,Mac OS,1
1539,35267u,Windows OS,1
1540,240076u,Windows OS,1
1541,24162u,Mac OS,1
1542,285449u,Windows OS,1
1543,275907u,Windows OS,1
1544,243939u,Mac OS,1
1545,62656u,Windows OS,1
1546,29646u,Windows OS,1
1547,45710u,Mac OS,1
1548,103198u,Windows OS,1
1549,151620u,Windows OS,1
1550,200005u,Mac OS,1
1551,235038u,Windows OS,1
1552,227915u,Mac OS,1
1553,98761u,Windows OS,1
1554,214125u,Windows OS,1
1555,11477u,Windows OS,1
1556,125819u,Windows OS,1
1557,248056u,Mac OS,1
1558,20046u,Windows OS,1
1559,63668u,Windows OS,1
1560,47185u,Windows OS,1
1561,273671u,Windows OS,1
1562,248749u,Windows OS,1
1563,23079u,Windows OS,1
1564,92939u,Windows OS,1
1565,239375u,Windows OS,1
1566,227862u,Windows OS,1
1567,9215u,Mac OS,1
1568,298810u,Windows OS,1
1569,231580u,Mac OS,1
1570,202271u,Mac OS,1
1571,85427u,Mac OS,1
1572,268226u,Windows OS,1
1573,259782u,Mac OS,1
1574,153079u,Mac OS,1
1575,250121u,Windows OS,1
1576,110785u,Windows OS,1
1577,299958u,Windows OS,1
1578,45315u,Windows OS,1
1579,92125u,Windows OS,1
1580,241109u,Windows OS,1
1581,220103u,Windows OS,1
1582,145043u,Mac OS,1
1583,121192u,Windows OS,1
1584,218039u,Mac OS,1
1585,124858u,Mac OS,1
1586,122803u,Mac OS,1
1587,190841u,Windows OS,1
1588,49694u,Windows OS,1
1589,7972u,Windows OS,1
1590,257796u,Windows OS,1
1591,247757u,Windows OS,1
1592,27856u,Windows OS,1
1593,6496u,Mac OS,1
1594,137697u,Windows OS,1
1595,192111u,Mac OS,1
1596,206893u,Windows OS,1
1597,220572u,Mac OS,1
1598,5468u,Windows OS,1
1599,239713u,Mac OS,1
1600,197932u,Windows OS,1
1601,98825u,Windows OS,1
1602,5287u,Mac OS,1
1603,2158u,Windows OS,1
1604,126895u,Mac OS,1
1605,81510u,Windows OS,1
1606,201134u,Mac OS,1
1607,276413u,Windows OS,1
1608,58379u,Windows OS,1
1609,79673u,Mac OS,1
1610,157399u,Windows OS,1
1611,73679u,Mac OS,1
1612,255100u,Mac OS,1
1613,15218u,Windows OS,1
1614,122644u,Windows OS,1
1615,145642u,Mac OS,1
1616,72727u,Windows OS,1
1617,55172u,Windows OS,1
1618,171142u,Mac OS,1
1619,16900u,Mac OS,1
1620,168569u,Windows OS,1
1621,207431u,Windows OS,1
1622,208254u,Windows OS,1
1623,128773u,Windows OS,1
1624,130484u,Windows OS,1
1625,274028u,Windows OS,1
1626,199011u,Windows OS,1
1627,262674u,Mac OS,1
1628,207137u,Windows OS,1
1629,182006u,Windows OS,1
1630,57335u,Mac OS,1
1631,257658u,Windows OS,1
1632,11149u,Windows OS,1
1633,198002u,Windows OS,1
1634,254704u,Windows OS,1
1635,253285u,Windows OS,1
1636,17843u,Mac OS,1
1637,283262u,Mac OS,1
1638,200251u,Mac OS,1
1639,35629u,Windows OS,1
1640,111615u,Mac OS,1
1641,169724u,Windows OS,1
1642,103561u,Windows OS,1
1643,186514u,Windows OS,1
1644,36733u,Windows OS,1
1645,6810u,Windows OS,1
1646,58985u,Windows OS,1
1647,163045u,Mac OS,1
1648,254351u,Mac OS,1
1649,237457u,Windows OS,1
1650,111215u,Mac OS,1
1651,87509u,Mac OS,1
1652,258639u,Mac OS,1
1653,170248u,Windows OS,1
1654,253201u,Windows OS,1
1655,173291u,Windows OS,1
1656,173291u,Mac OS,1
1657,123697u,Windows OS,1
1658,117918u,Mac OS,1
1659,219409u,Windows OS,1
1660,67278u,Mac OS,1
1661,107930u,Windows OS,1
1662,257783u,Mac OS,1
1663,184924u,Windows OS,1
1664,31664u,Mac OS,1
1665,131462u,Mac OS,1
1666,241343u,Windows OS,1
1667,270760u,Windows OS,1
1668,72141u,Windows OS,1
1669,132284u,Windows OS,1
1670,239168u,Windows OS,1
1671,81169u,Windows OS,1
1672,7330u,Windows OS,1
1673,129260u,Windows OS,1
1674,39797u,Windows OS,1
1675,171595u,Mac OS,1
1676,187689u,Mac OS,1
1677,236904u,Mac OS,1
1678,255719u,Windows OS,1
1679,5719u,Mac OS,1
1680,273059u,Windows OS,1
1681,191329u,Windows OS,1
1682,152562u,Mac OS,1
1683,127913u,Mac OS,1
1684,120080u,Windows OS,1
1685,51849u,Windows OS,1
1686,101015u,Windows OS,1
1687,188794u,Windows OS,1
1688,3698u,Windows OS,1
1689,19875u,Windows OS,1
1690,298699u,Windows OS,1
1691,229439u,Windows OS,1
1692,229439u,Mac OS,1
1693,235797u,Windows OS,1
1694,197765u,Windows OS,1
1695,111688u,Mac OS,1
1696,259710u,Mac OS,1
1697,104580u,Mac OS,1
1698,187117u,Windows OS,1
1699,141771u,Windows OS,1
1700,32474u,Windows OS,1
1701,82929u,Windows OS,1
1702,145324u,Windows OS,1
1703,80883u,Mac OS,1
1704,218075u,Mac OS,1
1705,129706u,Windows OS,1
1706,70257u,Windows OS,1
1707,94870u,Windows OS,1
1708,231122u,Windows OS,1
1709,211454u,Mac OS,1
1710,237975u,Windows OS,1
1711,264503u,Windows OS,1
1712,7063u,Windows OS,1
1713,231026u,Windows OS,1
1714,285403u,Windows OS,1
1715,259662u,Windows OS,1
1716,282306u,Mac OS,1
1717,166193u,Mac OS,1
1718,199982u,Windows OS,1
1719,291099u,Mac OS,1
1720,84792u,Mac OS,1
1721,192154u,Windows OS,1
1722,124444u,Windows OS,1
1723,288783u,Windows OS,1
1724,49613u,Windows OS,1
1725,207730u,Windows OS,1
1726,84125u,Mac OS,1
1727,137722u,Mac OS,1
1728,127173u,Windows OS,1
1729,187040u,Windows OS,1
1730,113609u,Windows OS,1
1731,42391u,Windows OS,1
1732,233836u,Mac OS,1
1733,200243u,Mac OS,1
1734,56982u,Mac OS,1
1735,4681u,Mac OS,1
1736,66719u,Mac OS,1
1737,239605u,Windows OS,1
1738,266470u,Windows OS,1
1739,153428u,Windows OS,1
1740,9778u,Mac OS,1
1741,259112u,Windows OS,1
1742,219117u,Windows OS,1
1743,174549u,Mac OS,1
1744,126806u,Mac OS,1
1745,230270u,Windows OS,1
1746,102533u,Mac OS,1
1747,10231u,Mac OS,1
1748,183086u,Mac OS,1
1749,168251u,Windows OS,1
1750,283454u,Windows OS,1
1751,168637u,Mac OS,1
1752,3209u,Windows OS,1
1753,17196u,Mac OS,1
1754,133657u,Mac OS,1
1755,283235u,Mac OS,1
1756,276401u,Windows OS,1
1757,7541u,Windows OS,1
1758,14990u,Windows OS,1
1759,91583u,Windows OS,1
1760,255910u,Windows OS,1
1761,172314u,Mac OS,1
1762,147962u,Windows OS,1
1763,211174u,Windows OS,1
1764,3082u,Mac OS,1
1765,223481u,Mac OS,1
1766,288706u,Windows OS,1
1767,220290u,Windows OS,1
1768,41545u,Windows OS,1
1769,89901u,Windows OS,1
1770,99172u,Windows OS,1
1771,66745u,Windows OS,1
1772,66476u,Windows OS,1
1773,223661u,Mac OS,1
1774,134161u,Mac OS,1
1775,259055u,Windows OS,1
1776,106427u,Mac OS,1
1777,208338u,Mac OS,1
1778,149345u,Windows OS,1
1779,149345u,Mac OS,1
1780,47921u,Windows OS,1
1781,42860u,Windows OS,1
1782,65421u,Windows OS,1
1783,262280u,Windows OS,1
1784,298838u,Mac OS,1
1785,108505u,Windows OS,1
1786,268880u,Windows OS,1
1787,10560u,Mac OS,1
1788,252984u,Windows OS,1
1789,133763u,Windows OS,1
1790,145745u,Windows OS,1
1791,287373u,Mac OS,1
1792,37341u,Windows OS,1
1793,63681u,Windows OS,1
1794,157877u,Windows OS,1
1795,138380u,Mac OS,1
1796,134255u,Windows OS,1
1797,294226u,Windows OS,1
1798,90048u,Mac OS,1
1799,50646u,Windows OS,1
1800,121537u,Mac OS,1
1801,230790u,Windows OS,1
1802,36480u,Mac OS,1
1803,155877u,Windows OS,1
1804,5521u,Windows OS,1
1805,134574u,Windows OS,1
1806,174955u,Windows OS,1
1807,283795u,Windows OS,1
1808,227883u,Mac OS,1
1809,74058u,Windows OS,1
1810,32977u,Windows OS,1
1811,208862u,Windows OS,1
1812,202003u,Windows OS,1
1813,159715u,Windows OS,1
1814,158785u,Windows OS,1
1815,75107u,Windows OS,1
1816,231639u,Windows OS,1
1817,73442u,Windows OS,1
1818,27527u,Windows OS,1
1819,13298u,Windows OS,1
1820,154870u,Windows OS,1
1821,165729u,Windows OS,1
1822,45275u,Windows OS,1
1823,250115u,Windows OS,1
1824,12159u,Windows OS,1
1825,63858u,Windows OS,1
1826,51006u,Windows OS,1
1827,9352u,Windows OS,1
1828,286980u,Windows OS,1
1829,33425u,Windows OS,1
1830,22333u,Windows OS,1
1831,286507u,Windows OS,1
1832,12344u,Mac OS,1
1833,13236u,Windows OS,1
1834,19499u,Mac OS,1
1835,209337u,Windows OS,1
1836,40121u,Windows OS,1
1837,159879u,Windows OS,1
1838,167472u,Windows OS,1
1839,159091u,Windows OS,1
1840,177786u,Mac OS,1
1841,86927u,Windows OS,1
1842,32600u,Mac OS,1
1843,192692u,Windows OS,1
1844,110181u,Windows OS,1
1845,179323u,Windows OS,1
1846,240806u,Windows OS,1
1847,41339u,Windows OS,1
1848,167731u,Windows OS,1
1849,184249u,Windows OS,1
1850,53067u,Windows OS,1
1851,124677u,Windows OS,1
1852,148014u,Mac OS,1
1853,129203u,Windows OS,1
1854,65247u,Windows OS,1
1855,210071u,Mac OS,1
1856,252649u,Mac OS,1
1857,150154u,Windows OS,1
1858,124983u,Windows OS,1
1859,243187u,Windows OS,1
1860,226339u,Windows OS,1
1861,43324u,Mac OS,1
1862,115471u,Windows OS,1
1863,72140u,Windows OS,1
1864,18093u,Windows OS,1
1865,260116u,Windows OS,1
1866,52521u,Windows OS,1
1867,92772u,Windows OS,1
1868,262181u,Mac OS,1
1869,54612u,Windows OS,1
1870,69707u,Mac OS,1
1871,111715u,Windows OS,1
1872,167253u,Windows OS,1
1873,94283u,Windows OS,1
1874,129863u,Windows OS,1
1875,268986u,Windows OS,1
1876,75997u,Mac OS,1
1877,239527u,Windows OS,1
1878,61391u,Windows OS,1
1879,12822u,Windows OS,1
1880,22568u,Windows OS,1
1881,57749u,Mac OS,1
1882,267727u,Windows OS,1
1883,218871u,Windows OS,1
1884,61706u,Windows OS,1
1885,155120u,Mac OS,1
1886,29306u,Windows OS,1
1887,55311u,Mac OS,1
1888,198771u,Windows OS,1
1889,213370u,Mac OS,1
1890,249888u,Windows OS,1
1891,154170u,Mac OS,1
1892,40042u,Windows OS,1
1893,296914u,Mac OS,1
1894,214005u,Windows OS,1
